coords,bus_stops_closest_km,bus_stops_less500m,bus_stops_0.5-1km,bus_stops_1-3km,bus_stops_3-5km,bus_stops_5-10km,bus_stops_10-15km
"('55.639065', '37.326078')",0.04536526307261634,18,46,152,260,1034,2118
"('55.626579', '37.313502')",0.1250278585820138,10,17,150,215,906,1946
"('55.637754', '37.321461')",0.1280021314980662,12,41,146,253,986,2077
"('55.6498464', '37.3145953')",0.46893214037091296,1,7,189,212,1006,1995
"('55.638978', '37.324524')",0.05297766918832037,16,47,145,261,1021,2103
"('55.63407', '37.320023')",0.04438145518256295,9,35,137,262,929,2081
"('55.602963', '37.360304')",0.05290042833886609,14,21,80,310,1045,2275
"('55.635899', '37.329788')",0.07079383104785796,34,34,168,243,1065,2117
"('55.637581', '37.333399')",0.12046904968902766,35,36,172,258,1119,2110
"('55.63973', '37.32668')",0.05590016809974271,17,46,157,254,1058,2112
"('55.5513855', '37.3346711')",0.3592978829751561,5,14,35,140,793,1445
"('55.624637', '37.313295')",0.1403550275678562,11,14,151,208,890,1950
"('55.64269', '37.3577113')",0.060609139638503194,17,35,196,273,1361,2185
"('55.655975', '37.38569')",0.08427039398609784,12,16,203,309,1785,2546
"('55.6393405', '37.3085458')",0.20601656746077873,6,11,159,197,936,1919
"('55.634639', '37.328899')",0.043878534115273204,29,38,159,248,1031,2122
"('55.637073', '37.329869')",0.040565906220118124,28,40,165,250,1079,2106
"('55.636687', '37.315415')",0.061787395969755826,7,30,143,243,932,2022
"('55.651018', '37.343362')",0.12781148750879154,6,25,180,251,1276,2091
"('55.649093', '37.343263')",0.049835317277623116,7,24,192,241,1272,2090
"('55.636646', '37.331216')",0.10770413687574149,36,31,174,242,1095,2096
"('55.637581', '37.319772')",0.07910602546787376,11,38,151,241,977,2054
"('55.637581', '37.319772')",0.07910602546787376,11,38,151,241,977,2054
"('55.649093', '37.343263')",0.049835317277623116,7,24,192,241,1272,2090
"('55.6336943', '37.3312393')",0.10732535152753557,28,37,161,252,1036,2137
"('55.650409', '37.343362')",0.11692810139442868,7,26,187,245,1281,2085
"('55.633409', '37.321524')",0.06363729493973878,10,43,134,262,938,2097
"('55.634639', '37.328899')",0.043878534115273204,29,38,159,248,1031,2122
"('55.643678', '37.338313')",0.1288346984463336,8,41,163,274,1180,2108
"('55.63657', '37.321461')",0.11774234906111852,16,42,143,260,969,2084
"('55.69243', '37.49232')",0.09579124732168355,12,22,379,604,3068,4385
"('55.688558', '37.468398')",0.20894393133492473,10,21,319,604,2728,4153
"('55.695487', '37.485702')",0.38229247012602185,4,24,325,662,2943,4399
"('55.69008', '37.492006')",0.05599632499490064,12,15,407,580,3084,4327
"('55.688558', '37.468398')",0.20894393133492473,10,21,319,604,2728,4153
"('55.689065', '37.471381')",0.12709205785123392,11,20,334,609,2792,4170
"('55.699393', '37.468928')",0.05555166863300357,15,23,275,709,2709,4326
"('55.6988776', '37.4683463')",0.07596824094929412,17,21,270,713,2687,4345
"('55.694214', '37.487469')",0.21031325817466956,8,20,347,648,2968,4391
"('55.688453', '37.469392')",0.2386836228402346,11,19,330,595,2770,4129
"('55.692993', '37.501205')",0.11882854671123134,11,31,387,676,3071,4577
"('55.69243', '37.49232')",0.09579124732168355,12,22,379,604,3068,4385
"('55.692648', '37.496704')",0.14679440265462365,12,25,395,619,3101,4450
"('55.6979', '37.49557')",0.12559986845431648,15,25,356,720,2999,4590
"('55.682011', '37.495923')",0.18137159432494585,9,41,405,620,2999,4359
"('55.69639', '37.494827')",0.04459721939223031,15,24,367,695,3003,4546
"('55.6911051', '37.4940774')",0.18035529054961336,11,22,395,592,3098,4386
"('55.68659', '37.485134')",0.1334603983713578,10,23,402,584,2970,4244
"('55.687832', '37.494656')",0.35645497725201086,5,25,420,594,3068,4382
"('55.69319', '37.503651')",0.1309429434503745,11,36,384,691,3081,4630
"('55.687817', '37.493093')",0.3059071368544915,8,24,419,587,3055,4369
"('55.688558', '37.468398')",0.20894393133492473,10,21,319,604,2728,4153
"('55.6951902', '37.487787')",0.26610173978762247,6,25,336,659,2960,4423
"('55.695487', '37.485702')",0.38229247012602185,4,24,325,662,2943,4399
"('55.679432', '37.46964')",0.12046381053984315,8,28,319,535,2757,3995
"('55.685158', '37.480516')",0.13840423682531236,12,23,364,612,2870,4227
"('55.769909', '37.484217')",0.051523668084454494,14,46,317,705,3195,4965
"('55.770142', '37.47368')",0.04732987185319108,13,35,285,710,3038,4853
"('55.773044', '37.46494')",0.09415534333228238,9,27,246,709,2937,4753
"('55.76919', '37.472675')",0.02467115113914429,11,38,267,725,2993,4876
"('55.770142', '37.47368')",0.04732987185319108,13,35,285,710,3038,4853
"('55.769974', '37.48298')",0.031129274541211255,17,41,320,697,3189,4937
"('55.775692', '37.464268')",0.17434886028036112,15,27,246,700,2976,4676
"('55.77271', '37.463942')",0.05331473848228223,7,30,232,717,2904,4766
"('55.769043', '37.470842')",0.04082948083744499,11,33,258,733,2952,4884
"('55.77393', '37.47039')",0.22907034540493382,14,32,276,684,3023,4792
"('55.77474', '37.469368')",0.14335293788086412,12,32,267,679,3017,4760
"('55.777758', '37.457987')",0.024848985011848804,15,30,239,706,2910,4562
"('55.80244', '37.41213')",0.20121761757974416,17,25,219,506,2285,3477
"('55.770664', '37.472791')",0.10591687031872668,11,32,281,710,3017,4860
"('55.781337', '37.451267')",0.1972316095457914,21,24,230,664,2807,4430
"('55.773768', '37.469009')",0.2382279871027001,12,32,263,703,2980,4807
"('55.770375', '37.489859')",0.1114031075892857,14,44,334,678,3297,4983
"('55.785078', '37.464886')",0.08088425053582832,11,47,288,646,3073,4469
"('55.785078', '37.464886')",0.08088425053582832,11,47,288,646,3073,4469
"('55.775646', '37.459505')",0.1122818607944677,10,27,237,699,2904,4619
"('55.775646', '37.459505')",0.1122818607944677,10,27,237,699,2904,4619
"('55.781337', '37.451267')",0.1972316095457914,21,24,230,664,2807,4430
"('55.7895917', '37.4757329')",0.1310771402467623,10,32,386,557,3337,4467
"('55.738728', '37.491521')",0.09364354730888431,13,38,303,729,3322,4849
"('55.932412', '37.387076')",0.41395034210888154,2,6,109,164,1025,1889
"('55.901697', '37.388313')",0.1554955409785729,12,19,194,194,1495,1947
"('55.894672', '37.390335')",0.1779191261615732,10,37,179,293,1472,2123
"('55.900749', '37.395931')",0.24840333561691655,9,34,191,229,1520,2017
"('55.892718', '37.400557')",0.1215999651572807,14,37,192,323,1568,2205
"('55.883176', '37.387442')",0.3623340483560329,4,14,179,393,1494,2285
"('55.892718', '37.400557')",0.1215999651572807,14,37,192,323,1568,2205
"('55.8869013', '37.3890556')",0.19233430948988792,13,15,193,350,1514,2210
"('55.88972', '37.398985')",0.08302735915512888,13,31,192,353,1604,2199
"('55.892718', '37.400557')",0.1215999651572807,14,37,192,323,1568,2205
"('55.73186', '37.40628')",0.029408650952375975,17,30,284,330,2149,3882
"('55.735245', '37.414238')",0.1589052949443843,16,47,287,337,2344,3908
"('55.739433', '37.417545')",0.11389953107353404,20,50,281,372,2378,4001
"('55.740421', '37.39709')",0.15004228003418826,11,18,260,276,2061,3755
"('55.760414', '37.40652')",0.029120079229232026,12,28,160,445,2092,4070
"('55.7383822', '37.4025433')",0.23034068645692027,13,38,265,302,2147,3838
"('55.728819', '37.409451')",0.14625676080940617,12,37,285,368,2160,3931
"('55.735676', '37.41581')",0.1983454683893603,14,57,282,344,2365,3923
"('55.7367235', '37.4186826')",0.29775331341379974,18,54,293,352,2398,3989
"('55.732124', '37.427723')",0.03048442774341382,15,43,335,370,2497,4124
"('55.742438', '37.429869')",0.1338764187724488,13,42,284,452,2486,4218
"('55.755738', '37.403324')",0.16812840840858131,13,26,177,404,2052,3971
"('55.743512', '37.422099')",0.08624527567863427,23,28,273,419,2405,4083
"('55.761766', '37.40866')",0.03649858822018197,20,16,171,446,2151,4051
"('55.736164', '37.407654')",0.15976491929600412,19,41,269,338,2197,3896
"('55.738243', '37.418415')",0.22421081650937927,24,50,288,362,2408,3999
"('55.733208', '37.4052')",0.1418954257158139,14,32,277,331,2136,3869
"('55.72926', '37.421713')",0.13671300393991034,16,37,329,354,2394,4008
"('55.737948', '37.416314')",0.20635309305389715,25,47,292,338,2392,3934
"('55.745351', '37.685674')",0.20339871933810322,26,54,575,918,4182,5179
"('55.745351', '37.685674')",0.20339871933810322,26,54,575,918,4182,5179
"('55.743147', '37.683769')",0.0703741692807848,21,63,570,922,4174,5262
"('55.738971', '37.685512')",0.14901573336996582,20,57,539,919,4119,5314
"('55.738323', '37.687704')",0.11112767426112025,23,43,553,884,4123,5268
"('55.740013', '37.68765')",0.06855456973339441,21,58,550,895,4147,5254
"('55.740013', '37.68765')",0.06855456973339441,21,58,550,895,4147,5254
"('55.73961', '37.688944')",0.047775201051539234,23,53,551,888,4142,5231
"('55.742103', '37.68897')",0.1508157897390024,11,62,540,918,4140,5232
"('55.747966', '37.687102')",0.14528400427391722,23,46,572,936,4179,5180
"('55.7453', '37.70232')",0.1332689075660578,16,27,532,908,4080,5080
"('55.743988', '37.686545')",0.1759297211120125,20,60,556,931,4140,5240
"('55.748356', '37.571545')",0.15419608519784117,15,62,410,959,4115,5310
"('55.744064', '37.67378')",0.20900704894602426,30,45,591,918,4240,5284
"('55.635371', '37.671849')",0.10457036689164177,13,53,276,738,2661,4133
"('55.870445', '37.53747')",0.13990135654384264,8,47,325,715,2717,3525
"('55.867869', '37.526941')",0.09797043499838887,8,31,357,624,2847,3408
"('55.8539585', '37.5058702')",0.17026074014718087,8,32,352,680,3029,3503
"('55.843363', '37.489143')",0.1619160337603076,16,26,329,742,2917,3689
"('55.880945', '37.54118')",0.17978437099810796,9,32,313,666,2543,3293
"('55.78685', '37.614509')",0.16129565557090747,23,66,463,1066,3948,5514
"('55.856124', '37.555723')",0.2816454582053157,9,33,391,671,3095,3813
"('55.857158', '37.627687')",0.1600125270895863,7,24,401,782,2810,4123
"('55.8738384', '37.5390459')",0.0702210053963858,13,37,328,714,2668,3425
"('55.866576', '37.532682')",0.3795209397550086,10,33,326,689,2828,3505
"('55.8715345', '37.5395432')",0.1885598260327062,8,45,334,703,2707,3485
"('55.869359', '37.527633')",0.044338042644025986,9,35,352,633,2801,3411
"('55.868748', '37.535475')",0.11975768764454413,4,45,321,715,2745,3528
"('55.8768038', '37.5354543')",0.05633495788909333,12,33,314,688,2633,3323
"('55.86798', '37.528046')",0.12758622119953592,8,30,353,631,2834,3424
"('55.800003', '37.411564')",0.28258422051914683,12,30,195,519,2269,3522
"('55.817603', '37.395239')",0.09086951037051372,14,25,292,447,1964,3141
"('55.803231', '37.347476')",0.18493379413040212,3,2,171,271,1480,2584
"('55.812332', '37.402201')",0.14873830752386558,13,45,244,508,2079,3322
"('55.806135', '37.421686')",0.21251844677575288,8,14,296,487,2427,3578
"('55.804283', '37.405848')",0.09919870730002836,21,53,183,524,2164,3370
"('55.803231', '37.347476')",0.18493379413040212,3,2,171,271,1480,2584
"('55.814988', '37.394098')",0.09718928565077493,19,31,275,443,1974,3109
"('55.808892', '37.404213')",0.07899950083634769,13,51,222,520,2136,3330
"('55.806408', '37.395832')",0.09503053206748482,18,58,195,505,2030,3191
"('55.808852', '37.397099')",0.1039628038229677,24,36,220,501,2025,3222
"('55.817603', '37.395239')",0.09086951037051372,14,25,292,447,1964,3141
"('55.803231', '37.347476')",0.18493379413040212,3,2,171,271,1480,2584
"('55.817603', '37.395239')",0.09086951037051372,14,25,292,447,1964,3141
"('55.816915', '37.395293')",0.12277576790998283,16,29,285,447,1962,3148
"('55.67269', '37.620266')",0.054559892506407394,8,30,436,752,3794,4702
"('55.68057', '37.651512')",0.2339387494413203,16,46,338,765,3870,4774
"('55.66965', '37.611482')",0.07081757807609082,11,30,458,709,3731,4670
"('55.66965', '37.611482')",0.07081757807609082,11,30,458,709,3731,4670
"('55.669518', '37.628882')",0.2012623173963344,6,26,409,753,3767,4634
"('55.67868', '37.652912')",0.1331268305500142,14,51,318,786,3801,4757
"('55.68128', '37.646363')",0.26285436268223034,20,21,387,722,3928,4734
"('55.673519', '37.596435')",0.021322942374540705,16,28,471,761,3606,4896
"('55.669554', '37.588871')",0.0692013309836346,11,30,485,730,3487,4833
"('55.673179', '37.597396')",0.08484687879234025,15,28,463,764,3603,4891
"('55.672935', '37.51761')",0.07151829613009139,26,52,426,673,3055,4624
"('55.783524', '37.467096')",0.17200284887468326,13,52,291,619,3124,4488
"('55.78282', '37.473465')",0.12802863803953457,13,34,324,609,3204,4566
"('55.775211', '37.484478')",0.03316167503292547,19,31,343,655,3285,4884
"('55.782775', '37.47881')",0.054225194148789006,13,35,344,594,3317,4590
"('55.782972', '37.475701')",0.051218535149499304,15,31,342,597,3266,4556
"('55.7807015', '37.468725')",0.06263459421492794,9,51,270,663,3090,4595
"('55.7807015', '37.468725')",0.06263459421492794,9,51,270,663,3090,4595
"('55.77636', '37.496569')",0.0918343415151727,15,30,382,679,3410,4978
"('55.7799454', '37.4858997')",0.3894909100680366,5,41,339,641,3372,4780
"('55.785215', '37.456136')",0.08133660546573829,16,39,266,660,2884,4431
"('55.786774', '37.46856')",0.23580305444374466,14,35,326,603,3158,4486
"('55.778674', '37.476258')",0.1832606501350096,9,41,308,628,3218,4665
"('55.7807015', '37.468725')",0.06263459421492794,9,51,270,663,3090,4595
"('55.785073', '37.459774')",0.15369568475378614,14,43,276,665,2946,4451
"('55.793677', '37.455732')",0.08511391175185716,11,24,302,613,2971,4269
"('55.784267', '37.468452')",0.1007918593389306,14,43,309,610,3148,4490
"('55.785053', '37.471911')",0.11812038554153335,13,33,345,568,3224,4495
"('55.781927', '37.46363')",0.11362272907659113,14,50,258,667,3033,4513
"('55.781927', '37.46363')",0.11362272907659113,14,50,258,667,3033,4513
"('55.774325', '37.470545')",0.1969880937371038,13,34,278,671,3031,4783
"('55.780213', '37.471623')",0.12911811411976737,13,42,280,656,3127,4639
"('55.773201', '37.463484')",0.10696789548230384,9,30,231,711,2916,4736
"('55.781443', '37.481567')",0.09451160274813496,11,36,344,608,3329,4686
"('55.7847649', '37.4665621')",0.02984446747563508,10,50,298,630,3108,4486
"('55.771864', '37.492689')",0.10555349325335242,19,25,361,659,3367,4962
"('55.781927', '37.46363')",0.11362272907659113,14,50,258,667,3033,4513
"('55.780846', '37.449147')",0.09085757068517065,15,28,218,678,2749,4434
"('55.781701', '37.485996')",0.3383214110812428,7,38,350,625,3387,4747
"('55.78035', '37.450027')",0.11900732872619041,16,24,222,686,2750,4462
"('55.78115', '37.453594')",0.12087176736678706,24,21,244,658,2841,4458
"('55.780712', '37.472054')",0.15689421948284485,12,40,287,642,3146,4633
"('55.672255', '37.577238')",0.052720308952585816,8,54,443,773,3388,5007
"('55.657795', '37.597286')",0.0867056222238496,9,57,367,748,3338,4573
"('55.669752', '37.592402')",0.10289725281882522,13,28,486,711,3557,4787
"('55.672255', '37.577238')",0.052720308952585816,8,54,443,773,3388,5007
"('55.712426', '37.392706')",0.193348107030254,9,40,182,397,1860,3549
"('55.71408', '37.3954')",0.0726265346465906,16,37,195,404,1889,3643
"('55.719994', '37.391106')",0.11061737083755382,15,33,222,346,1900,3585
"('55.715973', '37.389553')",0.05506511336911166,15,31,194,365,1857,3519
"('55.714024', '37.396407')",0.13528401990177175,17,37,193,409,1905,3653
"('55.72834', '37.720438')",0.31729405477154193,9,34,396,892,3882,4885
"('55.72834', '37.720438')",0.31729405477154193,9,34,396,892,3882,4885
"('55.729012', '37.7373')",0.19897623929984254,16,38,363,886,3709,4807
"('55.716742', '37.732018')",0.31788460905801075,14,42,374,835,3750,4858
"('55.726041', '37.745654')",0.14548859851949988,18,27,354,884,3631,4712
"('55.728859', '37.739546')",0.21897088031500303,18,34,367,871,3704,4762
"('55.727474', '37.736286')",0.27356220579950946,14,41,352,883,3708,4821
"('55.726483', '37.747668')",0.10619590858690295,18,25,356,886,3610,4693
"('55.718542', '37.746768')",0.17358103393022145,11,27,378,803,3718,4608
"('55.724353', '37.74101')",0.1817325057853432,8,39,346,886,3660,4775
"('55.7027648', '37.7817378')",0.061843849848346004,13,38,345,651,3154,4234
"('55.712071', '37.760827')",0.14177380279692467,10,42,368,687,3628,4285
"('55.726918', '37.737758')",0.18524947500970315,11,44,339,894,3675,4826
"('55.721727', '37.735131')",0.14856035342970902,9,27,370,852,3731,4807
"('55.717731', '37.734093')",0.259463952158875,12,34,388,818,3765,4797
"('55.718903', '37.7388')",0.10616268936297968,13,29,385,823,3767,4706
"('55.727474', '37.736286')",0.27356220579950946,14,41,352,883,3708,4821
"('55.73296', '37.717115')",0.11081373472134873,14,45,410,909,3942,4890
"('55.72817', '37.738764')",0.2950720351939283,15,37,360,885,3691,4799
"('55.726041', '37.745654')",0.14548859851949988,18,27,354,884,3631,4712
"('55.726041', '37.745654')",0.14548859851949988,18,27,354,884,3631,4712
"('55.728004', '37.734947')",0.3340416267072823,17,36,363,880,3732,4829
"('55.72642', '37.741413')",0.049973811831385384,13,37,343,901,3651,4790
"('55.729224', '37.738252')",0.17988752210091535,17,34,367,877,3717,4784
"('55.728004', '37.734947')",0.3340416267072823,17,36,363,880,3732,4829
"('55.612017', '37.411121')",0.21340805333186405,3,4,120,338,1486,2801
"('55.750738', '37.682323')",0.09967684569513724,20,53,589,935,4195,5221
"('55.666127', '37.508589')",0.16639971937547365,7,30,407,629,2942,4300
"('55.673783', '37.50434')",0.20440547693481842,22,49,393,684,2950,4411
"('55.673046', '37.51035')",0.07868697431720778,20,52,422,666,2991,4489
"('55.667061', '37.507699')",0.2237146116463304,9,32,406,636,2942,4300
"('55.6737', '37.538063')",0.17544971378404503,8,43,445,719,3191,4954
"('55.667061', '37.507699')",0.2237146116463304,9,32,406,636,2942,4300
"('55.680641', '37.51644')",0.14409200606196923,16,50,421,694,3142,4688
"('55.686726', '37.538943')",0.16979915821570818,17,57,434,736,3415,4905
