coords,eco_thermal_closest_km,eco_thermal_less500m,eco_thermal_0.5-1km,eco_thermal_1-3km,eco_thermal_3-5km,eco_thermal_5-10km,eco_thermal_10-15km
"('55.841079', '37.493704')",2.8166578356963297,0,0,1,3,15,17
"('55.822857', '37.521516')",4.603931451037353,0,0,0,2,21,13
"('55.821725', '37.516602')",4.415952355209128,0,0,0,2,21,13
"('55.819115', '37.489265')",4.1562966792004135,0,0,0,3,17,17
"('55.820749', '37.518416')",4.331528822358057,0,0,0,2,22,12
"('55.825103', '37.528253')",4.26086295834465,0,0,0,2,20,13
"('55.816662', '37.51246')",3.817819532986387,0,0,0,1,21,13
"('55.81956', '37.517464')",4.189684807049863,0,0,0,2,22,12
"('55.819272', '37.494611')",4.112485226371003,0,0,0,2,19,15
"('55.826913', '37.521605')",4.713495443703171,0,0,0,2,20,13
"('55.869455', '37.46211')",1.276933348216212,0,0,2,4,7,18
"('55.809029', '37.505247')",2.9314718424164115,0,0,1,0,22,13
"('55.808456', '37.505524')",2.868253917051496,0,0,1,0,22,13
"('55.8084933', '37.4886215')",3.0269863010871987,0,0,0,1,21,13
"('55.822822', '37.506496')",4.468897432767133,0,0,0,2,18,16
"('55.812388', '37.483971')",3.5334623454452503,0,0,0,2,19,14
"('55.819565', '37.489464')",4.202458770527069,0,0,0,3,17,17
"('55.811595', '37.484848')",3.4314744189990085,0,0,0,2,19,14
"('55.816495', '37.514994')",3.8250239496432528,0,0,0,2,19,15
"('55.820971', '37.523537')",4.433816833932673,0,0,0,2,22,13
"('55.816404', '37.522513')",3.9282901676613724,0,0,0,2,22,14
"('55.817406', '37.48908')",3.9736669619873757,0,0,0,3,17,17
"('55.778061', '37.555777')",2.647757006026679,0,0,1,4,12,31
"('55.775454', '37.5577')",2.5215312055417516,0,0,1,3,14,30
"('55.800808', '37.503036')",2.0157760141914425,0,0,1,1,20,15
"('55.818665', '37.51124')",4.029329130567604,0,0,0,1,20,14
"('55.8217699', '37.5199416')",4.4632731741612455,0,0,0,2,22,13
"('55.7206172', '37.6935138')",0.5257544475396906,0,1,1,3,14,24
"('55.7202015', '37.6935129')",0.5561908127563983,0,1,1,3,14,24
"('55.7348828', '37.6793423')",1.8062475891122032,0,0,1,3,19,21
"('55.7262713', '37.6758841')",1.5442380556581121,0,0,2,2,16,24
"('55.72517', '37.676132')",1.5099233744186442,0,0,2,2,15,24
"('55.72893', '37.67554')",1.6474842265159695,0,0,1,3,16,27
"('55.718775', '37.674418')",1.6949847246506378,0,0,2,2,14,26
"('55.729419', '37.677552')",1.5521446401333092,0,0,1,3,17,26
"('55.730101', '37.673214')",1.8320608880936131,0,0,1,3,16,27
"('55.729371', '37.67334')",1.794119359133344,0,0,1,3,16,27
"('55.7210103', '37.6935982')",0.49494141702608646,1,0,2,2,15,23
"('55.728562', '37.678971')",1.4321654033336249,0,0,1,3,15,27
"('55.734207', '37.679978')",1.7254284862791158,0,0,1,3,18,22
"('55.730015', '37.67684')",1.6210200885516854,0,0,1,3,17,26
"('55.7198492', '37.6940765')",0.559419417676231,0,1,1,3,14,24
"('55.725453', '37.67042')",1.8700988280273294,0,0,2,2,16,24
"('55.73516', '37.678936')",1.8460562017108586,0,0,1,3,18,23
"('55.71767', '37.667752')",1.7649087642463028,0,0,2,2,16,24
"('55.72639', '37.67202')",1.7853563273394886,0,0,2,2,16,24
"('55.725246', '37.67724')",1.4418413232898943,0,0,2,2,15,24
"('55.730669', '37.670833')",1.9944660734943536,0,0,1,3,16,27
"('55.730724', '37.670033')",2.043116863230644,0,0,1,3,16,27
"('55.722193', '37.672855')",1.7129280503310935,0,0,2,1,15,25
"('55.7282164', '37.6727889')",1.785354592584133,0,0,2,2,17,26
"('55.725458', '37.678056')",1.3943005805972841,0,0,2,2,15,24
"('55.739924', '37.667573')",2.7300850626802813,0,0,1,3,18,23
"('55.681267', '37.7592')",4.557890828196147,0,0,0,1,17,12
"('55.704697', '37.75045')",3.515041804645812,0,0,0,2,14,18
"('55.703449', '37.742187')",3.4733955543994863,0,0,0,2,16,17
"('55.70741', '37.757355')",3.423596453087347,0,0,0,2,14,18
"('55.6815818', '37.7454492')",3.9507171794021927,0,0,0,2,16,13
"('55.698883', '37.740201')",3.7360830432367296,0,0,0,2,17,15
"('55.678966', '37.758419')",4.36137148357105,0,0,0,1,17,11
"('55.70414', '37.76866')",4.112035203827226,0,0,0,2,12,18
"('55.6961', '37.73675')",3.8354695965864423,0,0,0,2,17,16
"('55.678825', '37.750893')",3.982696076178467,0,0,0,2,16,12
"('55.705521', '37.76008')",3.691059986453412,0,0,0,2,14,17
"('55.686213', '37.738072')",4.0759350694634975,0,0,0,2,17,12
"('55.681092', '37.772613')",5.22901289290609,0,0,0,0,18,10
"('55.681453', '37.765193')",4.868510794225738,0,0,0,1,16,12
"('55.722483', '37.734259')",1.3281674248300286,0,0,2,1,16,18
"('55.699639', '37.783356')",4.528726684283427,0,0,0,1,12,16
"('55.714839', '37.756673')",2.70560092712801,0,0,1,2,12,18
"('55.68027', '37.74982')",4.04022370784855,0,0,0,2,16,12
"('55.69464', '37.74631')",4.344018364628554,0,0,0,2,17,14
"('55.70507', '37.75788')",3.6684267078562844,0,0,0,2,14,17
"('55.679066', '37.76078')",4.48753339674543,0,0,0,1,17,11
"('55.704605', '37.76142')",3.8215392567248956,0,0,0,2,14,17
"('55.705663', '37.759339')",3.654259437703534,0,0,0,2,14,17
"('55.698746', '37.78718')",4.29641529162088,0,0,0,2,11,16
"('55.681037', '37.757566')",4.462213581035327,0,0,0,1,17,12
"('55.698055', '37.787254')",4.299266887463061,0,0,0,2,11,16
"('55.700245', '37.784615')",4.445980844761422,0,0,0,1,12,15
"('55.702822', '37.7677')",4.1988820570026375,0,0,0,2,12,18
"('55.704063', '37.754215')",3.6696683333901303,0,0,0,2,14,17
"('55.677616', '37.758895')",4.297263382167861,0,0,0,1,17,11
"('55.698486', '37.782036')",4.621149550767648,0,0,0,1,12,17
"('55.707506', '37.758157')",3.439219089497561,0,0,0,2,14,18
"('55.70776', '37.760117')",3.4784837823585804,0,0,0,2,14,18
"('55.677208', '37.75047')",3.846682876459358,0,0,0,2,16,12
"('55.667046', '37.784595')",4.372145975519755,0,0,0,1,14,11
"('55.696149', '37.749319')",4.3533853507596225,0,0,0,2,16,14
"('55.704489', '37.768121')",4.060737979743048,0,0,0,2,12,18
"('55.702404', '37.751978')",3.787812129313887,0,0,0,2,14,17
"('55.845405', '37.373096')",0.1822770422191273,1,0,3,5,6,14
"('55.847705', '37.370581')",0.4814503657864219,1,0,3,5,6,13
"('55.840755', '37.38834')",0.9179941945604881,0,1,5,3,9,12
"('55.844834', '37.347494')",0.65109655725058,0,1,1,6,4,12
"('55.862681', '37.37244')",2.06755900938347,0,0,3,5,5,11
"('55.851884', '37.352012')",1.4674315646973166,0,0,2,5,5,9
"('55.852137', '37.354582')",1.5357894315526657,0,0,2,5,5,10
"('55.840149', '37.377569')",0.47542874080043535,1,0,5,2,8,12
"('55.859505', '37.40859')",0.39450851342821586,1,0,5,4,6,15
"('55.8565101', '37.4045102')",0.798745175798847,0,1,5,4,7,14
"('55.842464', '37.373302')",0.21740947176464614,1,0,3,5,5,15
"('55.85383', '37.35121')",1.6716679846198323,0,0,2,5,5,9
"('55.838314', '37.380516')",0.7376224571808686,0,1,4,3,8,12
"('55.864303', '37.372368')",2.247977162172672,0,0,3,5,5,10
"('55.856538', '37.34938')",1.958795599401191,0,0,2,4,5,8
"('55.8451537', '37.3697561')",0.3463758013506906,1,0,3,5,5,14
"('55.839421', '37.385349')",0.8363995766892606,0,1,4,3,9,12
"('55.855825', '37.352336')",1.9022507174630408,0,0,2,5,4,9
"('55.824655', '37.432694')",1.7323092188911295,0,0,3,3,12,19
"('55.839729', '37.379842')",0.5798021133538951,0,1,4,3,8,12
"('55.842747', '37.364418')",0.6814992102840001,0,1,1,7,3,17
"('55.843995', '37.351958')",0.6330112918274462,0,1,1,6,4,12
"('55.838085', '37.392265')",1.2096520542490152,0,0,6,1,11,10
"('55.85408', '37.362137')",1.3664870077266646,0,0,2,6,4,12
"('55.709226', '37.580005')",1.1616623200464096,0,0,1,3,21,19
"('55.687812', '37.519791')",4.315476774132859,0,0,0,3,20,15
"('55.723364', '37.607906')",2.920811581886583,0,0,1,3,18,22
"('55.69536', '37.496613')",2.8157100390641863,0,0,1,3,20,14
"('55.695174', '37.545995')",2.6712010347792314,0,0,1,2,20,20
"('55.7146728', '37.51856')",2.6511409926073006,0,0,1,6,14,25
"('55.712589', '37.51211')",2.6553453983266238,0,0,1,6,13,26
"('55.709956', '37.585691')",1.1444040607180128,0,0,1,3,20,20
"('55.710631', '37.58393')",1.235511097560497,0,0,1,3,20,20
"('55.722588', '37.558391')",1.4621718841912326,0,0,1,4,17,25
"('55.698878', '37.553046')",2.181028843051127,0,0,1,2,19,21
"('55.71975', '37.56981')",1.8212137536994852,0,0,2,1,19,22
"('55.704103', '37.565021')",1.5063496003016115,0,0,1,2,19,21
"('55.723366', '37.558006')",1.381272667449828,0,0,1,4,17,25
"('55.7129532', '37.5779497')",1.5936998997050358,0,0,2,2,20,20
"('55.7192822', '37.573064')",1.933636571070143,0,0,2,0,20,21
"('55.724469', '37.587048')",1.9871097819496493,0,0,2,1,21,19
"('55.73036', '37.57925')",1.2143041074134115,0,0,1,2,22,18
"('55.727612', '37.586563')",1.7646965049800531,0,0,1,2,21,19
"('55.663299', '37.556703')",3.090064385995158,0,0,0,7,15,23
"('55.642635', '37.54877')",2.8356816639514855,0,0,1,3,18,17
"('55.659912', '37.518488')",5.012068368080758,0,0,0,0,22,14
"('55.661389', '37.572369')",2.2002253044848823,0,0,2,6,14,24
"('55.672691', '37.542222')",4.153488058541237,0,0,0,5,18,20
"('55.6570191', '37.5590593')",2.553817026183321,0,0,1,5,17,19
"('55.662212', '37.521965')",4.900322646937862,0,0,0,1,21,15
"('55.67255', '37.545815')",4.013040409555011,0,0,0,5,18,20
"(55.6612052, 37.5310673)",4.330864175264948,0,0,0,2,20,17
"('55.65868', '37.53109')",4.220270509780789,0,0,0,2,20,16
"('55.663715', '37.551986')",3.3477124652093755,0,0,0,7,16,21
"('55.666786', '37.545727')",3.8688707629779056,0,0,0,5,18,20
"('55.655846', '37.563583')",2.2431671149635273,0,0,2,5,17,19
"('55.66119', '37.519493')",5.001843861220598,0,0,0,0,22,14
"('55.728976', '37.558688')",0.7641250333981097,0,1,0,5,17,26
"('55.672549', '37.527525')",4.846639095907825,0,0,0,1,22,15
"('55.654854', '37.55926')",2.424955605330333,0,0,1,5,18,18
"('55.668655', '37.537523')",4.404545339724551,0,0,0,3,19,19
"('55.6628571', '37.5136361')",5.175567604238911,0,0,0,0,23,13
"('55.671219', '37.538036')",4.454363006380166,0,0,0,3,20,17
"('55.6634', '37.560502')",2.9223988694262895,0,0,2,5,17,21
"('55.668491', '37.54408')",4.028091038853278,0,0,0,5,17,21
"('55.662964', '37.528217')",4.5766391085272415,0,0,0,2,20,16
"('55.661765', '37.523725')",4.778915915835624,0,0,0,1,21,15
"('55.651546', '37.55499')",2.5383836345598785,0,0,1,4,19,18
"('55.661547', '37.558113')",2.896104214050736,0,0,1,6,16,22
"('55.658994', '37.5226097')",4.733455128160852,0,0,0,1,21,15
"('55.663705', '37.514778')",5.168305123493573,0,0,0,0,22,14
"('55.658775', '37.518677')",4.960320009367195,0,0,0,1,21,15
"('55.663903', '37.534532')",4.2731287804776406,0,0,0,2,20,17
"('55.675976', '37.542285')",3.893459337230699,0,0,0,5,18,19
"('55.659786', '37.519936')",4.921450170677789,0,0,0,1,21,15
"('55.663451', '37.517949')",5.186948038258532,0,0,0,0,22,14
"('55.664248', '37.51759')",5.243298713026365,0,0,0,0,22,14
"('55.658683', '37.560377')",2.588031313271587,0,0,2,5,16,20
"('55.663415', '37.553154')",3.269443494765563,0,0,0,7,16,22
"('55.653904', '37.55954')",2.3629851625149216,0,0,1,5,18,18
"('55.660871', '37.567087')",2.4310957174856838,0,0,2,6,14,24
"('55.670387', '37.531657')",4.806889016149807,0,0,0,3,21,16
"('55.67523', '37.545923')",3.788241892938218,0,0,0,5,18,19
"('55.661526', '37.560932')",2.759929740015083,0,0,2,5,16,22
"('55.668356', '37.523294')",5.133426680091814,0,0,0,0,23,14
"('55.667976', '37.521442')",5.2134009176280935,0,0,0,0,23,13
"('55.673546', '37.540226')",4.173842499152291,0,0,0,3,20,18
"('55.665594', '37.547594')",3.6942659563323206,0,0,0,5,18,20
"('55.669917', '37.542758')",4.13815112778085,0,0,0,5,17,21
"('55.657271', '37.567554')",2.1347955079839878,0,0,2,6,15,22
"('55.742585', '37.543003')",1.4405842008673093,0,0,3,1,19,27
"('55.745924', '37.549264')",1.4145253029693585,0,0,3,2,21,26
"('55.762247', '37.54904')",1.3237793763921277,0,0,2,3,16,28
"('55.7467578', '37.5575985')",1.2825302227934139,0,0,2,2,20,26
"('55.748914', '37.557304')",1.5209535867351056,0,0,3,1,21,25
"('55.748478', '37.561203')",1.4419515188343819,0,0,2,2,20,25
"('55.746365', '37.54797')",1.501966406094204,0,0,3,2,19,28
"('55.743907', '37.546938')",1.338503089840208,0,0,3,1,21,27
"('55.749245', '37.54557')",1.6140480545064377,0,0,3,2,17,30
"('55.747417', '37.557384')",1.3570690155417324,0,0,3,1,22,24
"('55.744064', '37.541386')",1.6175363040533621,0,0,3,2,17,31
"('55.747734', '37.564903')",1.3679090294075158,0,0,2,2,20,25
"('55.750727', '37.562272')",1.6908785118121044,0,0,2,2,18,27
"('55.74597', '37.555238')",1.2417371675177737,0,0,3,1,22,24
"('55.742264', '37.55096')",1.0307567076782833,0,0,3,1,20,28
"('55.752586', '37.548088')",1.4898845412553592,0,0,3,2,17,29
"('55.75052', '37.539401')",1.2637046069499798,0,0,3,2,17,30
"('55.7514785', '37.5637033')",1.776925513620455,0,0,2,2,18,27
"('55.743324', '37.542393')",1.5182752102291217,0,0,3,1,19,28
"('55.74366', '37.539894')",1.6695451108078898,0,0,3,2,17,29
"('55.743683', '37.54885')",1.2366555750804131,0,0,3,1,22,26
"('55.740416', '37.543066')",1.3210973175642864,0,0,3,1,19,27
"('55.747855', '37.555598')",1.433176156670391,0,0,3,1,21,25
"('55.761602', '37.5491928')",1.3216188261598427,0,0,2,3,16,28
"('55.815666', '37.652363')",0.36408889324063826,1,0,4,4,11,19
"('55.813486', '37.650136')",0.126256533792013,1,0,3,5,11,21
"('55.823211', '37.621399')",0.7223098746950513,0,1,4,6,10,23
"('55.834472', '37.65805')",0.9103175133108868,0,1,2,9,5,23
"('55.719994', '37.831226')",2.1937314881469194,0,0,4,0,9,12
"('55.720459', '37.818696')",2.933114946779679,0,0,2,2,7,18
"('55.727066', '37.82976')",2.092242210400914,0,0,3,1,7,15
"('55.727752', '37.8306847')",2.0094564763741536,0,0,3,1,7,15
"('55.706867', '37.811985')",2.770454239217321,0,0,1,3,8,16
"('55.715931', '37.804179')",3.5587856550597374,0,0,0,4,7,18
"('55.703936', '37.817789')",2.363634365345429,0,0,2,2,9,15
"('55.710781', '37.803875')",3.3699927891018846,0,0,0,4,9,16
"('55.725098', '37.82897')",2.316065332016898,0,0,3,1,7,15
"('55.727318', '37.80842')",2.606909205201659,0,0,1,4,4,20
"('55.704266', '37.81196')",2.731895320620151,0,0,1,3,8,16
"('55.710415', '37.810925')",2.9349360879757427,0,0,1,3,7,17
"('55.710175', '37.809309')",3.023544888565676,0,0,0,4,8,16
"('55.707202', '37.82246')",2.1371419760714296,0,0,2,2,8,16
"('55.741837', '37.820152')",0.977733174022446,0,1,0,4,7,15
"('55.7351775', '37.8226439')",1.3756201314896404,0,0,1,3,6,16
"('55.740041', '37.761734')",2.0495885109524417,0,0,2,2,11,21
"('55.698538', '37.849643')",0.5335821378701828,0,1,2,1,8,11
"('55.705701', '37.771636')",4.086492735960726,0,0,0,2,11,18
"('55.721929', '37.833222')",2.1963726718184233,0,0,4,0,9,12
"('55.7269396', '37.8345162')",2.0883063325255757,0,0,3,1,7,15
"('55.74678', '37.798682')",2.229883093818285,0,0,1,2,8,20
"('55.713142', '37.776917')",3.7326926048130633,0,0,0,2,11,18
"('55.707699', '37.781802')",4.361701656579432,0,0,0,2,11,16
"('55.669712', '37.439957')",2.651356557081473,0,0,3,2,10,20
"('55.658429', '37.408229')",0.4114094402320647,1,0,3,3,7,18
"('55.667657', '37.440226')",2.576918654851096,0,0,2,3,10,20
"('55.655026', '37.424399')",1.4965486593916029,0,0,3,3,8,19
"('55.6532991', '37.4229723')",1.3938437607061693,0,0,3,3,7,20
"('55.674407', '37.445033')",2.181841846326697,0,0,2,4,10,20
"('55.658129', '37.423123')",1.3410508546812447,0,0,3,3,8,20
"('55.653482', '37.424228')",1.4639201555088133,0,0,3,3,7,20
"('55.6578187', '37.4266497')",1.5655097365281359,0,0,2,4,7,22
"('55.675433', '37.444889')",2.0719463583389737,0,0,2,4,11,19
"('55.661262', '37.410142')",0.5542534477536708,0,1,2,4,7,19
"('55.677712', '37.44444')",1.831977826854288,0,0,2,4,10,20
"('55.654899', '37.423033')",1.4206032712589334,0,0,3,3,8,19
"('55.655295', '37.423375')",1.4258447692538991,0,0,3,3,8,19
"('55.6613809', '37.4130854')",0.7336353698763868,0,1,2,4,7,21
"('55.669081', '37.448026')",2.7421709685052527,0,0,2,3,10,20
"('55.5549513', '37.4645104')",3.756663766084705,0,0,0,1,5,13
"('55.690334', '37.494081')",2.674914910875441,0,0,2,2,19,13
"('55.698296', '37.503353')",3.274497904829268,0,0,0,4,18,17
"('55.668574', '37.449165')",2.792996132975337,0,0,2,3,12,18
"('55.678621', '37.517015')",4.419995582098574,0,0,0,2,22,14
"('55.667279', '37.456675')",2.9467670075072547,0,0,1,3,12,18
"('55.641981', '37.472378')",4.084534242833489,0,0,0,3,11,24
"('55.807643', '37.564302')",2.125892064331794,0,0,1,3,17,24
"('55.810993', '37.563107')",2.0544058489250454,0,0,1,3,19,22
"('55.798986', '37.570914')",2.4353915223349936,0,0,1,4,14,29
"('55.800414', '37.560841')",2.7573068283533355,0,0,1,4,15,25
"('55.798915', '37.542303')",3.008230686350499,0,0,0,4,17,23
"('55.795677', '37.564007')",2.9933884178014423,0,0,1,3,15,27
"('55.8026729', '37.5353869')",2.972122214948163,0,0,1,2,17,22
"('55.817204', '37.564743')",1.8640942250097245,0,0,1,3,18,20
"('55.811848', '37.567078')",1.7885731241611647,0,0,1,3,18,21
"('55.811905', '37.56274')",2.049323530952927,0,0,1,3,19,22
"('55.811913', '37.558975')",2.2787775882278614,0,0,1,3,18,23
"('55.802326', '37.56863')",2.2519335462343903,0,0,1,4,14,26
"('55.801374', '37.57033')",2.2540501176512135,0,0,1,4,14,26
"('55.81173', '37.565946')",1.8603773110123711,0,0,1,3,18,23
"('55.80155', '37.56015')",2.7116656642220827,0,0,1,3,16,24
"('55.806965', '37.545869')",3.2211327792009343,0,0,0,3,20,20
"('55.799249', '37.509739')",1.877127733199457,0,0,1,2,19,19
"('55.792817', '37.572172')",2.9729367561678393,0,0,1,5,13,29
"('55.784016', '37.511555')",0.5000123865648676,0,1,1,2,18,24
"('55.801388', '37.487415')",2.3233158595388548,0,0,1,0,21,13
"('55.80535', '37.57139')",1.8973236476692041,0,0,2,3,16,24
"('55.793453', '37.562443')",3.247753607037794,0,0,0,4,13,30
"('55.801311', '37.5614192')",2.665688756499802,0,0,1,3,16,24
"('55.858723', '37.515926')",2.298697912726523,0,0,1,1,18,13
"('55.888184', '37.52483')",1.196903182178846,0,0,1,1,13,11
"('55.856214', '37.504394')",1.7761562994739586,0,0,1,2,16,15
"('55.87698', '37.511024')",1.8013867885157677,0,0,2,0,17,8
"('55.875107', '37.522773')",2.207782185425443,0,0,2,0,17,10
"('55.86062', '37.525028')",2.796539116742565,0,0,1,2,17,13
"('55.874329', '37.523501')",2.305562653115176,0,0,2,0,17,10
"('55.870299', '37.499713')",1.2837237704375517,0,0,2,1,16,9
"('55.857508', '37.51591')",2.3448839803046204,0,0,1,1,18,13
"('55.884141', '37.520896')",1.2880181895227514,0,0,1,1,14,11
"('55.888351', '37.52227')",1.0471922282312842,0,0,1,1,13,11
"('55.865716', '37.488246')",0.44452189925902796,1,0,1,5,8,19
"('55.886902', '37.516925')",0.8927692809549087,0,1,0,2,12,13
"('55.855984', '37.5107')",2.1241211256678354,0,0,1,2,16,15
"('55.878566', '37.50681')",1.6144497676328826,0,0,2,0,14,11
"('55.875132', '37.491799')",1.2738578472427762,0,0,2,1,11,14
"('55.86169', '37.499355')",1.2101552736539585,0,0,1,2,17,12
"('55.883671', '37.520186')",1.301792049972887,0,0,1,1,14,11
"('55.873784', '37.521623')",2.3140635056910424,0,0,2,0,17,10
"('55.86107', '37.52332')",2.682185653493509,0,0,1,2,17,13
"('55.88263', '37.521076')",1.428255577906677,0,0,1,1,15,12
"('55.8690817', '37.5036388')",1.465863480751651,0,0,2,1,17,8
"('55.863955', '37.491788')",0.6832190650670851,0,1,0,6,8,21
"('55.881625', '37.502181')",1.3200334369627122,0,0,2,1,12,13
"('55.862858', '37.497548')",1.062933989200309,0,0,1,2,15,14
"('55.877849', '37.505876')",1.6973217424938465,0,0,2,0,14,11
"('55.869006', '37.514212')",2.107656430243694,0,0,2,0,18,9
"('55.87397', '37.488403')",1.0586292766521486,0,0,2,2,10,15
"('55.879748', '37.510134')",1.4890259533949552,0,0,2,0,15,10
"('55.8578662', '37.5154207')",2.3016990477874466,0,0,1,1,18,13
"('55.871147', '37.48042')",0.6443733252792052,0,1,1,5,8,17
"('55.70448', '37.462566')",1.3821856647479565,0,0,4,1,15,15
"('55.719334', '37.443336')",1.3643034754554877,0,0,4,2,14,20
"('55.717752', '37.4298685')",0.5711514230783324,0,1,3,3,12,17
"('55.713651', '37.4584875')",1.9932103242693775,0,0,4,2,14,19
"('55.706431', '37.470976')",1.862585766962074,0,0,3,2,16,16
"('55.69426', '37.457592')",0.36244977139259127,1,1,1,3,13,15
"('55.713897', '37.457286')",1.9778445920345817,0,0,4,2,14,18
"('55.713158', '37.457607')",2.0556257953426575,0,0,4,2,14,18
"('55.722897', '37.453405')",1.1138879510894686,0,0,3,3,13,21
"('55.719054', '37.429007')",0.6589022213745843,0,1,3,3,12,17
"('55.722458', '37.43878')",1.3364121894044108,0,0,3,3,13,20
"('55.710484', '37.482924')",2.6495292275807407,0,0,4,1,18,15
"('55.7149838', '37.474807')",1.9767302302998513,0,0,4,2,15,19
"('55.703083', '37.45416')",0.9914021129117235,0,1,2,4,12,17
"('55.712335', '37.457744')",2.035775219895802,0,0,4,2,14,19
"('55.704933', '37.469765')",1.6865799800176158,0,0,3,2,16,15
"('55.722034', '37.47316')",1.2289701779078293,0,0,2,5,10,26
