coords,edu_school_closest_km,edu_school_less500m,edu_school_0.5-1km,edu_school_1-3km,edu_school_3-5km,edu_school_5-10km,edu_school_10-15km
"('55.867035', '37.638485')",0.16773151644191667,1,5,15,29,85,127
"('55.869243', '37.712731')",0.04775170759211367,1,2,7,13,73,119
"('55.874294', '37.647846')",0.1384516878255773,1,5,15,22,79,125
"('55.7550202', '37.5435738')",0.24908473760502647,1,3,18,38,144,173
"('55.7546089', '37.5420957')",0.27477723431088763,1,4,16,38,145,171
"('55.7513508', '37.5341325')",0.4147097285656553,1,3,14,34,155,159
"('55.751366', '37.53652')",0.5645738623202938,0,4,14,35,155,161
"('55.754735', '37.546354')",0.3665322587363189,1,3,18,37,145,176
"('55.7476382', '37.5349718')",0.49195255284393896,1,3,14,31,153,160
"('55.7839099', '37.595828')",0.12208576967830656,3,1,24,39,130,206
"('55.789213', '37.599669')",0.15973196158497935,3,1,22,42,129,196
"('55.787376', '37.600388')",0.025503756194673766,3,1,23,42,129,199
"('55.777353', '37.575648')",0.05771477131641032,1,5,23,38,145,186
"('55.779251', '37.597962')",0.06401186409642957,2,2,25,37,130,208
"('55.782856', '37.59232')",0.34992665006941853,2,3,23,41,128,207
"('55.7850895', '37.5890829')",0.24824878470397846,2,5,21,43,129,200
"('55.780796', '37.612551')",0.09437501471945185,1,4,25,43,126,207
"('55.78612', '37.598778')",0.11115935421288933,3,1,23,41,129,202
"('55.781834', '37.61183')",0.17741564983425406,1,4,24,45,123,210
"('55.790863', '37.603514')",0.2560323431109802,2,2,22,40,135,191
"('55.78795', '37.592106')",0.0875480965939684,2,4,23,41,132,192
"('55.786996', '37.594414')",0.08531850956014113,3,3,23,40,131,196
"('55.787832', '37.598771')",0.06710690782659526,3,2,23,41,130,196
"('55.776791', '37.606011')",0.07748245372994683,2,1,27,37,129,209
"('55.77437', '37.60461')",0.15636222311309697,2,2,27,37,128,215
"('55.778137', '37.6024')",0.15407065735905962,2,3,24,39,127,212
"('55.78724', '37.59604')",0.029410190748681474,3,2,23,38,133,193
"('55.72833', '37.520752')",0.09673730181910173,1,2,15,35,142,156
"('55.721807', '37.51361')",0.06069705921255447,1,3,13,36,133,149
"('55.713126', '37.513071')",0.13790925602168747,2,2,19,33,137,142
"('55.67028', '37.498231')",0.4151875542753513,2,2,30,26,106,145
"('55.712244', '37.488341')",0.256819702117647,1,0,18,32,119,144
"('55.707963', '37.508544')",0.33467716069885184,2,3,16,38,120,155
"('55.716038', '37.503998')",0.6626961031974542,0,3,16,33,131,145
"('55.718669', '37.511221')",0.19161576978533218,1,2,17,33,136,145
"('55.719313', '37.478019')",0.4882157894854959,1,4,16,26,125,136
"('55.712196', '37.49926')",0.9298747740070009,0,3,14,37,120,150
"('55.72746', '37.479977')",0.28843118930035905,1,2,19,19,134,136
"('55.849211', '37.407403')",0.05641807238226724,2,1,14,19,76,94
"('55.84629', '37.40327')",0.13245905657373838,1,2,14,19,73,97
"('55.840103', '37.413358')",0.21322623684553457,1,1,14,22,79,104
"('55.843567', '37.35433')",0.12913826198090705,3,4,6,15,45,90
"('55.842766', '37.371513')",0.2131768667434853,3,0,12,17,55,92
"('55.860524', '37.410394')",0.1524439064279157,1,3,10,20,73,84
"('55.841736', '37.359504')",0.06997820145249374,2,6,4,20,43,97
"('55.837456', '37.405605')",0.10118560130448019,1,2,18,17,75,104
"('55.830927', '37.401028')",0.8268211514468707,0,1,16,16,74,105
"('55.661308', '37.322224')",1.722178935021949,0,0,4,5,30,67
"('55.61502', '37.202885')",0.9916683524755909,0,1,1,2,8,9
"('55.633739', '37.324183')",0.08768025719521615,1,0,6,6,23,68
"('55.634639', '37.328899')",0.09103900346159395,1,2,4,9,26,68
"('55.637581', '37.333399')",0.12430659743440728,3,0,5,8,29,67
"('55.636702', '37.310384')",0.3543218573853478,1,0,5,5,16,67
"('55.63407', '37.320023')",0.11982688507926235,1,0,6,5,24,65
"('55.639065', '37.326078')",0.2621376548752867,1,2,3,10,23,71
"('55.637754', '37.321461')",0.16168967154506386,1,2,4,8,22,70
"('55.6498464', '37.3145953')",1.170590937233454,0,0,4,5,22,69
"('55.638978', '37.324524')",0.16571964969495734,1,2,4,9,23,71
"('55.6343125', '37.332509')",0.29521250442326075,1,2,4,9,27,67
"('55.602963', '37.360304')",0.18771913781634897,2,0,4,8,29,83
"('55.635899', '37.329788')",0.08903935761837416,1,2,4,9,26,68
"('55.63973', '37.32668')",0.28963861848075495,1,2,3,10,24,71
"('55.5513855', '37.3346711')",0.6785811844076372,0,1,0,3,14,44
"('55.624637', '37.313295')",0.06511358387373085,1,0,5,4,14,67
"('55.655975', '37.38569')",0.0760661912986973,2,1,7,7,66,82
"('55.6393405', '37.3085458')",0.0673904570564514,1,0,5,4,17,65
"('55.637073', '37.329869')",0.10264273963408027,1,2,3,10,25,70
"('55.636687', '37.315415')",0.14544103514829498,1,0,6,5,22,63
"('55.651018', '37.343362')",0.16227770970114624,1,1,6,5,36,69
"('55.649093', '37.343263')",0.10733326966116791,1,2,5,7,34,70
"('55.636646', '37.331216')",0.13013218392427117,2,1,4,9,27,68
"('55.637581', '37.319772')",0.20931161424630834,1,0,6,6,24,64
"('55.6336943', '37.3312393')",0.24696852971144218,1,2,4,9,26,68
"('55.650409', '37.343362')",0.12443490699024737,1,1,6,6,35,70
"('55.643678', '37.338313')",0.18884258018702055,2,2,4,9,30,72
"('55.63657', '37.321461')",0.23697325731917057,1,1,5,7,23,67
"('55.625211', '37.345491')",1.2175962240050975,0,0,8,5,32,70
"('55.69243', '37.49232')",0.0909877819381331,4,1,21,32,112,143
"('55.688558', '37.468398')",0.06609433618458968,1,1,16,33,96,142
"('55.69008', '37.492006')",0.1762956990925263,2,3,22,32,110,142
"('55.689065', '37.471381')",0.10611531525977261,1,1,16,33,98,142
"('55.694214', '37.487469')",0.3117239939158783,3,2,18,32,107,143
"('55.688453', '37.469392')",0.10985169915089729,1,1,16,33,97,143
"('55.692993', '37.501205')",0.10796163217608665,3,2,23,33,118,147
"('55.6979', '37.49557')",0.08791671025310142,3,2,20,34,111,151
"('55.682011', '37.495923')",0.34951760372958834,1,2,28,25,112,138
"('55.69639', '37.494827')",0.07494551176172978,4,1,19,35,111,149
"('55.6911051', '37.4940774')",0.06205719004735536,2,3,22,32,112,141
"('55.68659', '37.485134')",0.7317350174557568,0,2,20,34,103,147
"('55.687832', '37.494656')",0.18382694357539578,2,2,25,28,117,136
"('55.69319', '37.503651')",0.10700619886007384,3,2,23,33,120,149
"('55.687817', '37.493093')",0.24221683445392891,2,1,24,29,114,140
"('55.6951902', '37.487787')",0.21033033784900573,2,3,17,33,109,146
"('55.679432', '37.46964')",0.611352674780229,0,4,17,30,97,135
"('55.685158', '37.480516')",0.8266803045424754,0,1,20,33,103,139
"('55.7749597', '37.4704903')",0.17351383447165364,3,2,11,34,108,169
"('55.769909', '37.484217')",0.17021438982898393,3,1,11,32,122,167
"('55.770142', '37.47368')",0.11532920548281059,2,3,8,33,111,172
"('55.773044', '37.46494')",0.23759111688946535,1,3,6,37,100,175
"('55.76919', '37.472675')",0.0487447442759081,2,3,8,33,109,174
"('55.773854', '37.473411')",0.0970362894074385,3,2,10,32,114,167
"('55.769974', '37.48298')",0.17971420377523784,3,2,10,33,119,169
"('55.789725', '37.471039')",0.22708129078046677,2,3,17,31,116,158
"('55.770289', '37.473671')",0.11949525521886012,2,3,8,33,111,171
"('55.775692', '37.464268')",0.03979580101052473,2,2,9,34,106,167
"('55.773662', '37.474336')",0.1413280457524805,4,1,12,32,115,166
"('55.772943', '37.472899')",0.05485645134210735,3,3,8,34,109,172
"('55.77271', '37.463942')",0.2547507092252427,1,3,6,37,99,176
"('55.769043', '37.470842')",0.04925346035794828,2,3,8,33,109,172
"('55.77393', '37.47039')",0.07672937716817554,2,3,9,32,113,166
"('55.77474', '37.469368')",0.1862896156209855,3,2,10,35,107,170
"('55.777758', '37.457987')",0.20916218699780195,2,1,10,33,106,162
"('55.80244', '37.41213')",0.2174289573010785,3,3,9,19,91,113
"('55.770664', '37.472791')",0.10107054402726302,2,4,7,34,109,172
"('55.773768', '37.469009')",0.14754541116606745,2,3,8,34,108,170
"('55.770375', '37.489859')",0.060450156343098305,1,2,12,31,124,175
"('55.785078', '37.464886')",0.17762090610692302,2,2,14,33,109,162
"('55.775646', '37.459505')",0.08032692431565083,2,1,9,34,102,169
"('55.7895917', '37.4757329')",0.1353743206459323,2,1,22,26,125,152
"('55.738728', '37.491521')",0.2041199766181605,2,1,15,30,130,157
"('55.932412', '37.387076')",0.6737883284507851,0,1,1,4,23,78
"('55.932591', '37.381558')",0.7997645419250937,0,1,1,4,20,82
"('55.901697', '37.388313')",0.1281987466511813,3,0,5,3,44,81
"('55.894672', '37.390335')",0.2779031713325679,4,0,4,9,41,87
"('55.900749', '37.395931')",0.15235793212699938,2,1,4,5,46,82
"('55.892718', '37.400557')",0.21890769817719913,3,1,3,11,51,78
"('55.883176', '37.387442')",0.4790143235790483,1,3,2,17,44,84
"('55.8869013', '37.3890556')",0.15920714146833173,2,2,3,14,43,85
"('55.88972', '37.398985')",0.10935804352983321,3,1,3,12,54,76
"('55.73186', '37.40628')",0.13407580552787635,2,3,10,12,87,128
"('55.735245', '37.414238')",0.12671044381749597,3,4,12,11,97,125
"('55.739433', '37.417545')",0.15429840128511624,2,5,10,16,87,138
"('55.740421', '37.39709')",0.47633723936741273,1,1,12,10,69,140
"('55.73913', '37.414364')",0.21845004916430621,4,3,12,14,89,136
"('55.7383822', '37.4025433')",0.10318047789628876,2,3,10,13,78,135
"('55.728819', '37.409451')",0.14233706831745632,2,3,11,11,92,128
"('55.735676', '37.41581')",0.07600943275157482,2,5,12,12,96,127
"('55.731212', '37.415442')",0.13459464532408727,2,5,11,12,94,131
"('55.7367235', '37.4186826')",0.06759916771058457,3,4,13,12,96,128
"('55.732124', '37.427723')",0.13713823515039944,2,3,16,9,103,137
"('55.742438', '37.429869')",0.17002500308264537,2,2,16,13,100,137
"('55.755738', '37.403324')",0.21129361751082107,1,1,10,16,75,137
"('55.761766', '37.40866')",0.18072893891296501,2,1,8,21,74,151
"('55.736164', '37.407654')",0.18285006856218186,3,3,10,12,84,136
"('55.738243', '37.418415')",0.21644969205782771,2,5,11,14,94,131
"('55.733208', '37.4052')",0.21981101052495822,3,2,11,11,84,131
"('55.72926', '37.421713')",0.06343497751756952,2,4,15,9,101,127
"('55.737948', '37.416314')",0.13328151956316622,2,5,11,14,91,134
"('55.745351', '37.685674')",0.2191944691324466,1,5,19,31,132,179
"('55.743147', '37.683769')",0.11616230240104995,1,7,16,34,132,179
"('55.738971', '37.685512')",0.07952391192637341,4,1,20,26,140,170
"('55.738323', '37.687704')",0.17099331340143933,4,0,20,25,140,171
"('55.740013', '37.68765')",0.09105126111227056,3,2,19,25,141,169
"('55.73961', '37.688944')",0.168454714018332,3,1,18,27,139,171
"('55.742103', '37.68897')",0.07756479623424109,1,5,16,29,136,177
"('55.7453', '37.70232')",0.0606366337398934,1,3,17,33,125,173
"('55.743988', '37.686545')",0.1512396434950507,1,6,17,33,130,179
"('55.744064', '37.67378')",0.08177383275044028,3,5,22,30,142,177
"('55.635371', '37.671849')",0.2989498115334623,4,0,12,34,98,137
"('55.870445', '37.53747')",0.21194365242800564,2,2,21,29,100,109
"('55.867869', '37.526941')",0.14433882432563175,1,5,20,29,104,105
"('55.843363', '37.489143')",0.14460432615203048,3,0,26,26,123,107
"('55.880945', '37.54118')",0.3049677944924968,1,5,18,30,90,109
"('55.78685', '37.614509')",0.05155899046508843,2,1,23,44,126,202
"('55.856124', '37.555723')",0.5974160171202926,0,2,24,32,109,121
"('55.857158', '37.627687')",0.5269229236432031,0,6,11,40,98,128
"('55.8738384', '37.5390459')",0.14909158661801858,1,5,18,32,96,109
"('55.866576', '37.532682')",0.09789041535361387,1,3,23,27,105,105
"('55.8715345', '37.5395432')",0.15005172127123623,1,5,17,34,95,112
"('55.869359', '37.527633')",0.07227727598872162,1,5,17,30,101,105
"('55.868748', '37.535475')",0.13339644613930993,2,2,23,27,104,105
"('55.8768038', '37.5354543')",0.22358145491814846,2,4,19,30,92,110
"('55.86798', '37.528046')",0.08402733446487991,1,5,19,29,103,106
"('55.800003', '37.411564')",0.13740701929817103,2,4,9,17,93,113
"('55.817603', '37.395239')",0.15834817196714154,1,3,13,20,72,106
"('55.803231', '37.347476')",0.04792060279615178,1,0,4,14,50,82
"('55.812332', '37.402201')",0.054394654849602854,4,1,12,21,78,106
"('55.806135', '37.421686')",0.053362139457614984,2,1,15,19,97,116
"('55.804283', '37.405848')",0.33487421122576655,4,4,7,21,86,100
"('55.814988', '37.394098')",0.12373886610333698,2,2,13,20,71,106
"('55.808892', '37.404213')",0.06059482053575641,3,4,9,20,81,104
"('55.806408', '37.395832')",0.12521843569602825,4,2,9,20,76,102
"('55.808852', '37.397099')",0.11699713102534658,3,3,9,22,74,105
"('55.816915', '37.395293')",0.08853555733739234,1,3,13,19,72,106
"('55.67269', '37.620266')",0.4964013490864033,1,3,20,30,154,140
"('55.68057', '37.651512')",0.06865674499089454,2,0,12,29,145,146
"('55.66965', '37.611482')",0.14619052190205883,1,4,21,30,148,142
"('55.67868', '37.652912')",0.08147715858750379,2,1,10,30,143,147
"('55.68128', '37.646363')",0.12866861415708578,2,0,15,27,145,148
"('55.673519', '37.596435')",0.15482708667922673,1,3,26,27,148,147
"('55.669554', '37.588871')",0.22766433278336412,2,5,25,29,134,156
"('55.673179', '37.597396')",0.22214106739917655,1,3,25,27,148,146
"('55.672935', '37.51761')",0.29888508555999643,5,2,28,34,107,162
"('55.78282', '37.473465')",0.05987767369069126,2,3,14,33,108,170
"('55.775211', '37.484478')",0.04848290102472162,2,2,17,28,125,169
"('55.782775', '37.47881')",0.2226072874456083,3,1,19,28,119,165
"('55.783306', '37.494278')",0.3842378856898531,1,1,22,23,137,156
"('55.782972', '37.475701')",0.07123772879627312,2,3,15,32,110,171
"('55.7807015', '37.468725')",0.06733065651157831,2,2,13,33,107,168
"('55.773348', '37.474677')",0.1582685560262655,4,2,10,33,113,168
"('55.768046', '37.499659')",0.48530030064271984,1,2,14,28,129,172
"('55.77636', '37.496569')",0.31230667423987557,1,2,18,27,132,169
"('55.7799454', '37.4858997')",0.03150715569100583,1,3,17,28,125,168
"('55.784719', '37.496677')",0.506685544731169,0,4,20,29,132,161
"('55.785215', '37.456136')",0.07704159713600246,2,2,8,37,102,162
"('55.786774', '37.46856')",0.07100824962920989,1,3,13,35,109,164
"('55.778674', '37.476258')",0.09142399434377381,2,3,14,31,113,173
"('55.785073', '37.459774')",0.11287969545311242,2,3,7,39,100,165
"('55.793677', '37.455732')",0.050099558819733304,1,3,11,36,102,153
"('55.784267', '37.468452')",0.04502776772149613,2,3,13,35,108,167
"('55.785053', '37.471911')",0.2548932065368104,2,3,14,35,109,167
"('55.781927', '37.46363')",0.057634138503304816,2,1,12,34,108,163
"('55.774325', '37.470545')",0.10637176874108607,2,3,9,33,110,168
"('55.780213', '37.471623')",0.10892852295329615,2,2,14,32,108,174
"('55.772396', '37.498285')",0.3654320120540475,1,3,14,26,133,169
"('55.773201', '37.463484')",0.1972845825418634,1,3,6,37,98,176
"('55.781443', '37.481567')",0.14445960530147592,2,3,17,29,120,166
"('55.7847649', '37.4665621')",0.07643975145123738,2,2,14,32,110,161
"('55.771864', '37.492689')",0.09959107366130504,1,2,14,26,130,170
"('55.781701', '37.485996')",0.1514561956766089,1,4,18,28,129,161
"('55.78035', '37.450027')",0.39812334430501484,1,2,9,36,101,157
"('55.78115', '37.453594')",0.20996062040938596,1,2,9,36,103,158
"('55.780712', '37.472054')",0.07192610620109016,2,2,14,33,107,174
"('55.672255', '37.577238')",0.22726890890665907,3,5,27,27,135,157
"('55.657795', '37.597286')",0.1105527881679254,2,7,18,32,131,140
"('55.669752', '37.592402')",0.1419311430839574,2,3,27,27,140,150
"('55.712426', '37.392706')",0.18565254382876456,2,2,7,13,71,125
"('55.71408', '37.3954')",0.07522309133747707,3,1,8,13,71,130
"('55.719994', '37.391106')",0.21433007905957116,2,1,9,12,73,125
"('55.715973', '37.389553')",0.12878660333062691,2,2,7,14,69,127
"('55.714024', '37.396407')",0.068737897153872,3,1,8,13,73,129
"('55.734139', '37.740579')",0.2839335307354375,1,0,15,29,113,144
"('55.7263668', '37.741592')",0.17497447129700644,1,2,14,31,114,146
"('55.72834', '37.720438')",0.41429132194986057,1,0,18,28,125,151
"('55.729012', '37.7373')",0.5357330818425606,0,2,14,31,112,148
"('55.716742', '37.732018')",0.052186948646158714,2,1,16,31,116,156
"('55.726041', '37.745654')",0.24319458113078016,1,3,15,30,109,145
"('55.728859', '37.739546')",0.4247764079691149,2,0,16,30,112,148
"('55.727474', '37.736286')",0.4700895375782714,1,1,16,29,116,147
"('55.726483', '37.747668')",0.37724562254913885,1,3,15,30,107,146
"('55.718542', '37.746768')",0.048621885941795104,2,2,14,32,106,146
"('55.724353', '37.74101')",0.079763320265387,1,3,13,33,112,148
"('55.7027648', '37.7817378')",0.3603885631585241,4,2,16,24,95,129
"('55.712071', '37.760827')",0.1741748533091503,3,2,16,23,108,140
"('55.726918', '37.737758')",0.3594536430185684,1,1,15,30,115,147
"('55.721727', '37.735131')",0.15209294485360014,1,2,14,33,115,149
"('55.717731', '37.734093')",0.06025764792684441,2,2,14,33,111,159
"('55.718903', '37.7388')",0.13981351876678136,3,1,16,30,113,152
"('55.73296', '37.717115')",0.14569377113901413,1,1,17,31,122,159
"('55.72817', '37.738764')",0.4288797912227325,1,1,15,30,112,148
"('55.726853', '37.749696')",0.5094542881904878,0,4,14,31,104,147
"('55.728004', '37.734947')",0.5543244012380979,0,2,15,32,114,150
"('55.72642', '37.741413')",0.18411464102014474,1,2,14,31,114,146
"('55.729224', '37.738252')",0.47173585584165106,1,1,14,31,112,148
"('55.612017', '37.411121')",0.40334149841618133,1,0,2,13,46,101
"('55.750738', '37.682323')",0.15486701020534926,2,3,23,28,139,174
"('55.666127', '37.508589')",0.06875087440749654,1,3,28,31,106,153
"('55.673783', '37.50434')",0.09303149437138322,2,2,30,25,110,150
"('55.673046', '37.51035')",0.028569431974477612,1,6,28,30,109,154
"('55.667061', '37.507699')",0.05152137299206211,1,3,28,31,104,157
"('55.6737', '37.538063')",0.10007798488767322,4,4,28,36,113,172
"('55.680641', '37.51644')",0.09641830640447371,1,4,23,34,110,159
"('55.686726', '37.538943')",0.033181287616821195,3,5,26,33,125,170
"('55.673126', '37.5131')",0.1364669061932173,1,6,25,34,107,160
"('55.67047', '37.509308')",0.20588755653844237,1,6,23,34,102,163
"('55.666858', '37.518812')",0.08641594838109912,1,6,22,37,102,168
"('55.658813', '37.493156')",0.13927127717914242,3,0,26,27,102,127
"('55.677275', '37.53738')",0.07458886323199737,5,2,30,31,122,165
"('55.671377', '37.513565')",0.1893492071081211,1,6,25,35,105,165
"('55.672636', '37.514724')",0.22532639066140048,1,6,25,37,104,165
"('55.669569', '37.507672')",0.10429369962883282,1,4,26,31,103,159
"('55.67694', '37.539266')",0.09499622755361893,5,3,29,31,123,165
"('55.6588197', '37.4942433')",0.13492869946798622,2,2,26,28,101,129
"('55.674996', '37.530732')",0.05847485807173785,3,6,24,38,108,175
"('55.669711', '37.513431')",0.21109715652774083,1,5,28,32,107,161
"('55.660362', '37.51678')",0.09135732527269105,2,3,24,36,102,153
"('55.6718818', '37.5090102')",0.10656658493495634,1,6,28,29,108,156
"('55.682808', '37.531478')",0.11216527638769215,4,3,28,33,119,164
"('55.677895', '37.535763')",0.15381776741618416,5,4,28,34,118,168
