coords,shops_closest_km,shops_less500m,shops_0.5-1km,shops_1-3km,shops_3-5km,shops_5-10km,shops_10-15km
"('55.847311', '37.628999')",0.05000553815331807,24,79,1635,2994,14081,16644
"('55.809231', '37.636392')",0.0025023246736876428,150,76,1230,4207,17082,20603
"('55.830892', '37.646606')",0.07386083656982738,16,69,1257,3009,15239,18926
"('55.889563', '37.669872')",0.20330069753968405,44,200,963,1937,5672,14221
"('55.881631', '37.6835')",0.0880708762284177,32,96,1273,1310,6830,13491
"('55.851635', '37.63419')",0.1529818600383666,34,124,1617,3135,13097,15765
"('55.854458', '37.68516')",0.10459449999241888,88,124,1397,1547,10982,15500
"('55.848816', '37.59704')",0.06647574234388609,63,63,1318,3540,14031,15776
"('55.864242', '37.620034')",0.0944914953960797,18,140,1860,3097,10988,16044
"('55.853041', '37.647603')",0.003459858022450415,91,160,1650,2619,11925,16242
"('55.848816', '37.59704')",0.06647574234388609,63,63,1318,3540,14031,15776
"('55.862767', '37.611563')",0.11109834871049443,80,256,1541,3529,10724,17002
"('55.847244', '37.635567')",0.003168532604021593,48,64,1683,2918,14040,16598
"('55.858817', '37.638755')",0.03599903696305201,31,148,1956,2634,11963,15132
"('55.837807', '37.662598')",0.1321891366481871,30,375,862,2461,13836,19158
"('55.860615', '37.668417')",0.21669984293729722,25,207,1737,1905,10597,15859
"('55.834421', '37.659596')",0.05331855429275051,55,23,1246,2141,14653,19003
"('55.849615', '37.637614')",0.11342317254236078,51,95,1787,2783,13671,16769
"('55.806656', '37.7715')",0.06280858884660567,18,104,1927,1366,9504,17979
"('55.811138', '37.808689')",0.016511905253801994,180,318,1232,1237,6014,16652
"('55.6583', '37.574696')",0.11909942541853392,80,83,2882,3560,16760,20882
"('55.80376', '37.769936')",0.18417350877536628,20,132,1890,1596,9710,18118
"('55.87106', '37.663223')",0.0725529252751852,252,104,2002,1586,8984,14981
"('55.824501', '37.583095')",0.111009545059012,35,189,1176,4268,17285,18953
"('55.80663', '37.640766')",0.16933341880960429,85,115,1215,4490,16788,21308
"('55.867556', '37.603361')",0.18299865166450527,221,161,1770,3076,10667,15873
"('55.663887', '37.769398')",0.15247805634767772,25,166,1678,1403,11737,15856
"('55.663481', '37.73041')",0.03927383656480934,48,49,1732,1915,16371,15717
"('55.663887', '37.769398')",0.15247805634767772,25,166,1678,1403,11737,15856
"('55.670062', '37.743759')",0.07785493663486792,31,78,1924,1555,15358,16125
"('55.671493', '37.750927')",0.054585146074047984,39,162,1772,1616,14425,16311
"('55.643917', '37.702616')",0.07165397942070129,22,72,1224,3216,13932,16910
"('55.645476', '37.707215')",0.05501294819491502,23,58,1234,3268,13589,17370
"('55.667709', '37.777411')",0.013640309091759227,28,135,1334,1776,11873,15885
"('55.662821', '37.760809')",0.02708085182657503,50,366,1633,1590,11820,16475
"('55.667361', '37.752993')",0.19455402213970308,23,348,1545,1840,13076,17126
"('55.642728', '37.713036')",0.11344880255478369,39,64,1684,2741,13480,16704
"('55.664445', '37.777007')",0.010860611551483414,40,44,1667,1332,11629,15384
"('55.659504', '37.777084')",0.09195488741188051,25,74,1825,1059,11355,14847
"('55.647681', '37.730562')",0.08642676264679036,58,480,1272,3212,13141,16093
"('55.658662', '37.759452')",0.07081658743797996,189,249,1802,1278,11823,16001
"('55.655127', '37.746004')",0.14616563637144178,218,598,1362,2140,12636,16237
"('55.667145', '37.764111')",0.12015912328990032,35,177,1579,1610,12261,16680
"('55.661796', '37.729592')",0.04917253722383069,48,50,1703,1949,16185,15675
"('55.654934', '37.75635')",0.0023333607370690304,182,433,1604,1638,11575,16301
"('55.67159', '37.764483')",0.08629077919916883,103,134,1548,1833,12977,16848
"('55.673126', '37.755726')",0.0432867620819594,99,143,1681,1757,14099,16484
"('55.672448', '37.761599')",0.0031544435648658818,103,139,1520,1936,13134,17060
"('55.667178', '37.759937')",0.0034749644741958506,42,256,1581,1717,12539,17080
"('55.646228', '37.705841')",0.029677955653078632,25,57,1203,3345,13827,17338
"('55.636032', '37.802265')",0.00012791300772733202,19,26,383,1690,5692,15200
"('55.654635', '37.765525')",0.014437428617853387,103,232,1793,1149,11475,15029
"('55.669986', '37.773143')",0.08731141108327511,31,346,1140,2083,11931,16664
"('55.667731', '37.774014')",0.004414087168300004,37,145,1479,1655,12128,15964
"('55.667539', '37.756545')",0.0867416085162881,20,354,1524,1840,12759,17132
"('55.673847', '37.759235')",0.01279211288816607,101,158,1561,1933,13566,16865
"('55.64066', '37.79885')",0.2151092260665423,3,32,478,1806,6354,15166
"('55.657768', '37.761438')",0.013682773276447048,156,295,1757,1286,11713,15673
"('55.679737', '37.76539')",0.12049820729348656,64,262,1428,2189,13400,17249
"('55.635371', '37.794262')",0.0634418500134601,30,15,471,1898,5739,15553
"('55.672757', '37.749724')",0.0674879761457548,39,166,1799,1617,14674,16301
"('55.667477', '37.78686')",0.021107108461360977,14,102,1051,2150,10828,15478
"('55.653279', '37.711428')",0.33099766606343,16,112,1122,3639,14385,17538
"('55.661796', '37.729592')",0.04917253722383069,48,50,1703,1949,16185,15675
"('55.663481', '37.73041')",0.03927383656480934,48,49,1732,1915,16371,15717
"('55.675895', '37.771984')",0.012132759778963897,179,254,1151,2445,12240,17205
"('55.670849', '37.775442')",0.024359913864880213,87,286,1052,2198,11942,16679
"('55.673407', '37.753335')",0.012999516050992931,101,143,1770,1668,14344,16425
"('55.650099', '37.730203')",0.05983596855834601,59,459,1241,3197,13315,16595
"('55.649926', '37.708823')",0.03768106560337313,10,127,1091,3562,14028,17635
"('55.6649677', '37.7456397')",0.13688823998759303,17,375,1624,1777,13929,16785
"('55.667361', '37.752993')",0.19455402213970308,23,348,1545,1840,13076,17126
"('55.665233', '37.761734')",0.18150770015447343,35,354,1561,1575,12157,16552
"('55.6854618', '37.7258237')",0.09838449657246642,57,127,917,5162,14257,21090
"('55.632972', '37.798637')",0.0017520642165556812,30,15,400,1594,5786,14971
"('55.669828', '37.761581')",0.12451705332670236,85,180,1592,1771,13018,16902
"('55.648443', '37.725415')",0.10439003298146858,32,174,1519,3180,13536,16298
"('55.650759', '37.765264')",0.2174974665941978,100,118,1723,1400,11053,14528
"('55.662222', '37.732656')",0.02950633944757112,49,71,1743,1938,16009,15414
"('55.644089', '37.716288')",0.1847457984872504,49,61,1658,2854,13499,16674
"('55.659414', '37.759569')",0.015042012928065373,142,303,1739,1344,11843,15983
"('55.645182', '37.721355')",0.14432103653091766,60,88,1695,2829,13641,15791
"('55.546557', '37.519557')",0.270935955994203,33,85,993,888,5122,10991
"('55.543779', '37.45699')",0.1203529451713536,23,0,351,703,4710,8175
"('55.547397', '37.566584')",0.10095792540297284,20,129,805,940,5546,9957
"('55.537424', '37.540102')",0.0977374274855701,25,71,822,1135,4576,8878
"('55.54293', '37.545168')",0.09762636359329097,64,249,702,1222,4960,10340
"('55.541922', '37.494144')",0.07590573590883708,50,116,706,786,4029,9466
"('55.539548', '37.538889')",0.06677241244541503,25,208,698,1268,4474,9342
"('55.55061', '37.558167')",0.09154172949244939,82,201,772,1111,5586,10674
"('55.539884', '37.451887')",0.15074635192490662,20,23,266,754,4127,7911
"('55.562968', '37.500504')",0.02408159210225104,40,125,492,1564,6067,11800
"('55.5541523', '37.5028576')",0.09714933584848333,46,33,828,845,6089,10166
"('55.547535', '37.548941')",0.012254678821512384,208,95,771,1154,5366,10520
"('55.524936', '37.515892')",0.08340059016904902,161,16,604,952,2702,7533
"('55.55003', '37.500288')",0.07491936601278455,2,98,760,818,5707,9704
"('55.567194', '37.498941')",0.06182246027635961,58,72,410,1862,6028,12009
"('55.549022', '37.569099')",0.10006209562452453,12,120,828,887,5700,9958
"('55.564409', '37.500917')",0.03696818474898849,48,104,462,1680,6000,11907
"('55.563757', '37.498617')",0.09910324237861323,48,104,472,1584,6119,11600
"('55.537801', '37.503971')",0.09897173291615273,27,92,755,840,3711,8839
"('55.539677', '37.460086')",0.1360868106021972,20,20,293,779,4136,8100
"('55.5567986', '37.5068015')",0.019902845752019747,53,32,887,1008,6360,10930
"('55.535553', '37.502274')",0.10912985169821582,23,89,699,892,3603,8531
"('55.550434', '37.49033')",0.07926907023834945,19,111,628,871,5567,9644
"('55.530225', '37.515838')",0.19828374451084924,22,257,561,1100,3171,8192
"('55.537149', '37.529322')",0.03292073140686072,53,132,863,1121,4381,8918
"('55.540939', '37.523645')",0.13403886729829306,42,202,822,1108,4486,9367
"('55.556986', '37.510215')",0.06477306123817841,53,23,958,943,6494,10788
"('55.523682', '37.511814')",0.08176021983325656,163,2,620,937,2670,7266
"('55.534688', '37.522072')",0.004423902352536846,77,73,883,884,3914,8222
"('55.542681', '37.485116')",0.0332824574325337,113,43,797,600,4428,8991
"('55.541004', '37.493225')",0.11162186804333908,49,114,695,786,3953,9234
"('55.54343', '37.555795')",0.20852102020088226,70,170,621,1326,4909,10244
"('55.554975', '37.507205')",0.0,54,21,944,900,6319,10824
"('55.546083', '37.549184')",0.0023715008622440044,207,84,773,1139,5339,10307
"('55.5567986', '37.5068015')",0.019902845752019747,53,32,887,1008,6360,10930
"('55.5541523', '37.5028576')",0.09714933584848333,46,33,828,845,6089,10166
"('55.54484', '37.556289')",0.06351586473704943,121,167,635,1275,5062,10414
"('55.523575', '37.508661')",0.08338699071225819,25,140,486,1054,2526,7406
"('55.540939', '37.452678')",0.050346277805803426,20,19,276,747,4144,8044
"('55.547276', '37.534317')",0.10746957792398612,53,202,818,1128,5336,10744
"('55.529675', '37.512532')",0.0626391259569223,10,254,546,1107,3011,8216
"('55.53743', '37.506332')",0.0033131346715106267,44,76,771,836,3643,8791
"('55.564511', '37.487038')",0.09521614857981207,38,152,383,1555,5994,10896
"('55.554348', '37.512757')",0.1046159607234135,48,15,1019,882,6215,10779
"('55.5539', '37.553981')",0.05966169216105668,68,213,814,1095,5830,11087
"('55.541805', '37.521201')",0.017659521272771695,42,181,850,1073,4577,9369
"('55.531672', '37.50089')",0.018180302159167133,9,46,647,903,3457,8091
"('55.487264', '37.30742')",2425.3888513212273,0,0,0,0,0,0
"('55.572482', '37.567581')",0.048391947828139166,74,299,495,2143,6608,12992
"('55.567178', '37.573312')",0.0056620841260405326,148,241,721,1137,7243,11840
"('55.570793', '37.571983')",0.13829197642731292,144,248,567,1901,6810,12717
"('55.563421', '37.573914')",0.11658596897281102,58,251,710,1118,6898,11795
"('55.577854', '37.572002')",0.07717210012421108,24,145,760,2265,7128,13779
"('55.518265', '37.572701')",0.24502363880300282,11,21,388,848,2618,7184
"('55.563905', '37.582224')",0.09410999610794417,28,253,625,1137,7062,11513
"('55.576202', '37.58024')",0.13085094932947966,49,327,578,2411,7557,13147
"('55.517371', '37.5724')",0.161862572491239,12,47,360,876,2501,7267
"('55.563905', '37.582224')",0.09410999610794417,28,253,625,1137,7062,11513
"('55.539023', '37.575441')",0.06484519080086454,34,7,516,1248,4820,9392
"('55.572309', '37.569009')",0.09602016222719971,98,279,515,2089,6645,13004
"('55.559746', '37.575639')",0.06958310893869543,9,68,869,828,6758,11380
"('55.584874', '37.464221')",0.5580423403449362,0,79,541,1265,8142,9798
"('55.745377', '37.67212')",0.12301802826737941,88,195,2274,6537,17596,24588
"('55.57066', '37.564913')",0.053663846126085414,83,287,637,1565,7046,12519
"('55.5603276', '37.578958')",0.09671626544837589,21,65,892,819,6804,11282
"('55.576202', '37.58024')",0.13085094932947966,49,327,578,2411,7557,13147
"('55.517371', '37.5724')",0.161862572491239,12,47,360,876,2501,7267
"('55.8149827', '37.7588599')",0.39003867038066525,9,90,1443,1759,9014,18738
"('55.811629', '37.702796')",0.0035014172726853467,42,115,798,2870,14094,20528
"('55.8124948', '37.7391276')",0.04482920671431716,46,138,1121,2199,11344,18764
"('55.816895', '37.727625')",0.14800348207181832,82,146,956,2208,12661,18222
"('55.81708', '37.746151')",0.013287122039397132,22,158,945,2135,10067,19005
"('55.8108798', '37.7423865')",0.008083931065109344,16,194,1114,2285,11098,18993
"('55.817192', '37.744')",0.0877026096726856,7,127,977,2094,10388,18853
"('55.81708', '37.746151')",0.013287122039397132,22,158,945,2135,10067,19005
"('55.817612', '37.745424')",0.012941923456287386,13,166,929,2141,10161,18888
"('55.825856', '37.750191')",0.16746049284739695,10,73,755,1924,8596,18594
"('55.817612', '37.745424')",0.012941923456287386,13,166,929,2141,10161,18888
"('55.8108798', '37.7423865')",0.008083931065109344,16,194,1114,2285,11098,18993
"('55.8027', '37.722037')",0.15883146637538723,53,149,1591,1967,15393,17551
"('55.82958', '37.758022')",0.38600841724822355,12,57,485,2053,7687,18092
"('55.808308', '37.72192')",0.1410584650785717,52,175,1334,2086,13984,18422
"('55.8056', '37.716145')",0.062175480038831256,35,195,1578,1852,14953,18496
"('55.8090879', '37.7232228')",0.109220760737312,66,150,1319,2159,13751,18336
"('55.8115699', '37.7407137')",0.06682436324226948,28,166,1126,2244,11206,18837
"('55.806361', '37.728571')",0.09191090812698201,40,138,1453,2102,13222,18632
"('55.818048', '37.74628')",0.06084477433860495,23,149,941,2128,9835,18868
"('55.808118', '37.727445')",0.12812587701281394,52,123,1411,2025,13430,18392
"('55.812509', '37.722046')",0.047026786839690346,44,215,945,2246,13525,18364
"('55.8108078', '37.7407356')",0.003265277833708463,24,165,1145,2237,11290,18820
"('55.81917', '37.751152')",0.004850072447758731,27,56,938,2123,8748,19426
"('55.817612', '37.745424')",0.012941923456287386,13,166,929,2141,10161,18888
"('55.810364', '37.717492')",0.05079571733619754,41,199,1066,1937,14246,18304
"('55.811457', '37.730832')",0.0023217246286088957,85,107,1176,2108,12832,18227
"('55.81708', '37.746151')",0.013287122039397132,22,158,945,2135,10067,19005
"('55.81708', '37.746151')",0.013287122039397132,22,158,945,2135,10067,19005
"('55.81386', '37.72493')",0.1693842792894733,56,194,956,2266,13182,18324
"('55.822321', '37.760818')",0.18862554968818718,54,35,1126,1785,8299,18302
"('55.81964', '37.724712')",0.05092227680516907,10,191,859,2371,12448,18502
"('55.8056', '37.716145')",0.062175480038831256,35,195,1578,1852,14953,18496
"('55.81708', '37.746151')",0.013287122039397132,22,158,945,2135,10067,19005
"('55.800944', '37.705338')",0.0,15,182,1494,1970,16886,18052
"('55.8118593', '37.7416374')",0.00439072951640855,26,164,1114,2218,11141,18848
"('55.8180948', '37.7528486')",0.0018650541434982238,24,57,1011,2142,8795,19284
"('55.80042', '37.710049')",0.09371712078200155,24,215,1649,1790,16691,18003
"('55.789269', '37.663809')",0.10596042635720837,18,210,1455,4626,18626,21333
"('55.807769', '37.764636')",0.15685453672627614,49,144,1790,1527,9506,18718
"('55.818048', '37.74628')",0.06084477433860495,23,149,941,2128,9835,18868
"('55.81708', '37.746151')",0.013287122039397132,22,158,945,2135,10067,19005
"('55.81335', '37.70311')",0.18957001527484368,29,140,641,2974,13707,20622
"('55.815549', '37.757817')",0.3045383928005744,14,90,1357,1844,8977,18803
"('55.805187', '37.71283')",0.11406528859714349,51,151,1636,1682,16513,17661
"('55.817612', '37.745424')",0.012941923456287386,13,166,929,2141,10161,18888
"('55.822', '37.759235')",0.09745136536743379,56,36,1124,1864,8327,18490
"('55.803085', '37.712975')",0.12296527176282937,45,176,1694,1849,16360,17948
"('55.81335', '37.70311')",0.18957001527484368,29,140,641,2974,13707,20622
"('55.80608', '37.712128')",0.13233184878623583,49,95,1646,1628,15417,18694
"('55.504208', '37.539043')",0.08082193030065062,34,3,536,646,1885,5567
"('55.503204', '37.53685')",0.00825199522802232,34,11,529,584,1945,5495
"('55.507973', '37.584308')",0.1539609051938065,12,61,283,630,2328,6273
"('55.495765', '37.52068')",2404.9888427402557,0,0,0,0,0,0
"('55.568736', '37.489805')",0.014359008466710342,85,93,390,1506,6274,10975
"('55.542986', '37.47872')",0.00565683855110764,88,44,585,750,4330,8896
"('55.475169', '37.525208')",2403.670822335348,0,0,0,0,0,0
"('55.50213', '37.32641')",0.06557081922775596,18,8,433,190,792,3332
"('55.49493', '37.515874')",2405.420550937569,0,0,0,0,0,0
"('55.504517', '37.536823')",0.11502018804492238,32,11,523,664,1869,5622
"('55.503971', '37.592716')",0.005676294877336642,30,29,300,179,2471,5336
"('55.504374', '37.586778')",0.11435136312193611,28,42,295,393,2268,5702
"('55.539677', '37.460086')",0.1360868106021972,20,20,293,779,4136,8100
"('55.4772347', '37.528589')",2403.4300525245517,0,0,0,0,0,0
"('55.540822', '37.45504')",0.014152068148409792,23,18,282,778,4116,8129
"('55.545375', '37.523824')",0.11565779982969028,46,66,998,926,5093,10768
"('55.543274', '37.459843')",0.13845384410630007,23,0,367,698,4741,8133
"('55.540266', '37.458732')",0.03865493193875443,23,16,308,767,4151,8111
"('55.503204', '37.53685')",0.00825199522802232,34,11,529,584,1945,5495
"('55.524355', '37.51167')",0.10762555272298252,163,6,626,934,2718,7292
"('55.546812', '37.493955')",0.11720061671218421,21,128,772,708,4939,9058
"('55.50213', '37.32641')",0.06557081922775596,18,8,433,190,792,3332
"('55.503721', '37.589778')",0.05575705710725143,34,27,303,201,2414,5410
"('55.520762', '37.351222')",0.05281507873509034,104,65,203,319,1586,5359
