coords,other_flats_closest_km,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.7368186', '37.531715')",0.0,7,23,205,484,1959,1712
"('55.735393', '37.522117')",0.0,13,9,197,430,1950,1668
"('55.73926', '37.549363')",0.0,8,22,268,514,2010,1756
"('55.737725', '37.540721')",0.0,4,21,231,518,1972,1745
"('55.736199', '37.523258')",0.0,15,7,200,453,1931,1698
"('55.878536', '37.479115')",0.0,2,6,83,177,680,1090
"('55.878576', '37.484298')",0.0,2,6,90,183,692,1100
"('55.709698', '37.61238')",0.0,10,19,197,427,1905,1961
"('55.706203', '37.585727')",0.0,6,10,193,463,1844,1918
"('55.694758', '37.562191')",0.0,9,17,171,420,1714,1977
"('55.707852', '37.606685')",0.0,5,20,193,419,1901,1935
"('55.710809', '37.610404')",0.0,9,24,203,431,1890,1978
"('55.710327', '37.589347')",0.0,6,13,188,487,1854,1966
"('55.711087', '37.597675')",0.0,6,16,207,467,1870,1979
"('55.710692', '37.607448')",0.0,7,24,203,430,1901,1956
"('55.71286', '37.615856')",0.0,12,19,212,437,1904,1990
"('55.71305', '37.596228')",0.0,7,15,213,456,1888,1960
"('55.69107', '37.560188')",0.0,14,12,187,398,1675,1996
"('55.689563', '37.561949')",0.0,13,12,201,381,1676,1980
"('55.708663', '37.590255')",0.0,7,10,195,470,1860,1939
"('55.695047', '37.579391')",0.0,6,7,185,373,1801,1930
"('55.694246', '37.570573')",0.0,5,21,179,406,1738,1979
"('55.714405', '37.61018')",0.0,9,30,222,445,1900,2003
"('55.7100458', '37.6088908')",0.0,7,25,200,425,1902,1956
"('55.718111', '37.596363')",0.0,4,22,235,449,1932,1954
"('55.717842', '37.603163')",0.0,5,28,252,448,1910,1986
"('55.686375', '37.848045')",0.0,3,9,27,99,467,917
"('55.685947', '37.84607')",0.0,3,6,32,96,479,924
"('55.569064', '37.581953')",0.0,6,13,50,107,511,873
"('55.566247', '37.583787')",0.0,8,8,56,92,499,829
"('55.566063', '37.578469')",0.0,10,11,54,99,485,853
"('55.558641', '37.559308')",0.0,1,6,62,109,396,849
"('55.565855', '37.580346')",0.0,10,7,59,88,495,838
"('55.564969', '37.579672')",0.0,10,8,56,92,483,835
"('55.607316', '37.591503')",0.0,6,9,82,157,887,1117
"('55.763275', '37.716927')",0.0,5,11,130,328,1580,1630
"('55.764202', '37.716442')",0.0,5,10,134,319,1590,1617
"('55.764886', '37.711617')",0.0,5,12,146,328,1619,1642
"('55.720923', '37.68843')",0.0,9,9,158,382,1595,1976
"('55.761154', '37.7025')",0.0,4,13,176,354,1656,1756
"('55.764465', '37.701978')",0.0,3,13,173,340,1666,1734
"('55.77192', '37.71317')",0.0,6,14,156,296,1594,1590
"('55.771818', '37.705185')",0.0,8,15,180,304,1650,1634
"('55.75825', '37.710548')",0.0,5,18,141,356,1620,1704
"('55.76227', '37.71203')",0.0,6,7,149,337,1621,1661
"('55.764755', '37.704197')",0.0,4,14,161,342,1653,1710
"('55.89496', '37.53006')",0.0,4,9,77,158,602,1072
"('55.894248', '37.526124')",0.0,3,8,75,164,606,1067
"('55.904887', '37.550765')",0.0,6,2,72,115,535,944
"('55.8882495', '37.5261675')",0.0,5,16,84,175,658,1165
"('55.886393', '37.54012')",0.0,6,16,107,170,726,1181
"('55.906456', '37.55019')",0.0,4,4,68,106,530,914
"('55.883303', '37.53632')",0.0,9,12,111,195,740,1228
"('55.905068', '37.547926')",0.0,4,4,70,117,539,927
"('55.901056', '37.554753')",0.0,4,4,85,132,564,1039
"('55.865642', '37.534658')",0.0,7,14,142,221,993,1339
"('55.84675', '37.582493')",0.0,9,7,114,260,1357,1465
"('55.854315', '37.410439')",0.0,5,19,77,142,587,1082
"('55.889043', '37.54065')",0.0,6,14,101,166,688,1167
"('55.897079', '37.541296')",0.0,3,8,82,152,585,1086
"('55.892345', '37.541395')",0.0,5,8,98,153,652,1148
"('55.884832', '37.526618')",0.0,8,10,107,177,724,1156
"('55.893213', '37.539266')",0.0,6,8,93,156,636,1135
"('55.89407', '37.53905')",0.0,5,7,91,154,621,1126
"('55.888422', '37.527301')",0.0,5,18,84,178,650,1175
"('55.884292', '37.540147')",0.0,9,13,112,181,744,1227
"('55.9023951', '37.5556266')",0.0,4,4,80,125,554,1004
"('55.841387', '37.547737')",0.0,6,5,107,336,1364,1530
"('55.843267', '37.544117')",0.0,5,6,120,317,1343,1506
"('55.844445', '37.562685')",0.0,7,9,99,316,1371,1480
"('55.840689', '37.548393')",0.0,6,5,106,338,1385,1527
"('55.843555', '37.553073')",0.0,6,7,103,328,1347,1505
"('55.732884', '37.483355')",0.0,5,23,160,362,1683,1701
"('55.779413', '37.513709')",0.0,8,18,270,450,1737,1840
"('55.779975', '37.615722')",0.0,10,25,360,540,1728,2212
"('55.804182', '37.750128')",0.0,5,9,154,167,993,1611
"('55.8083718', '37.7603483')",0.0,9,14,134,168,856,1602
"('55.8077552', '37.7580201')",0.0,11,10,143,168,874,1611
"('55.803069', '37.762776')",0.0,4,24,134,185,882,1603
"('55.8051696', '37.7553')",0.0,9,9,147,170,925,1624
"('55.80585', '37.75117')",0.0,6,11,152,165,951,1631
"('55.8080481', '37.7591084')",0.0,10,12,141,166,869,1604
"('55.797066', '37.725382')",0.0,10,10,175,176,1376,1527
"('55.808412', '37.77087')",0.0,9,13,138,150,806,1512
"('55.811032', '37.772442')",0.0,5,17,127,151,761,1477
"('55.80817', '37.765533')",0.0,9,18,134,160,843,1534
"('55.8057205', '37.7538038')",0.0,8,9,151,164,939,1620
"('55.799372', '37.764455')",0.0,6,15,138,200,899,1598
"('55.797273', '37.727039')",0.0,9,9,177,174,1352,1535
"('55.82888', '37.56953')",0.0,3,11,96,377,1633,1479
"('55.785392', '37.63606')",0.0,16,15,278,496,1723,2065
"('55.79222', '37.61362')",0.0,4,11,308,471,1817,1974
"('55.776659', '37.823026')",0.0,5,5,68,140,624,1283
"('55.702901', '37.491251')",0.0,15,16,173,331,1555,1696
"('55.715601', '37.516413')",0.0,14,12,150,431,1847,1608
"('55.697933', '37.51253')",0.0,8,13,200,362,1655,1739
"('55.71518', '37.506612')",0.0,15,18,169,380,1790,1599
"('55.698211', '37.505475')",0.0,12,20,188,357,1602,1737
"('55.709906', '37.503846')",0.0,8,27,153,386,1691,1672
"('55.710707', '37.50778')",0.0,12,23,151,407,1724,1663
"('55.700689', '37.502795')",0.0,13,29,164,376,1606,1714
"('55.704905', '37.492114')",0.0,14,19,163,330,1595,1670
"('55.700983', '37.493479')",0.0,16,17,169,349,1541,1706
"('55.709429', '37.502983')",0.0,7,29,152,383,1678,1682
"('55.708946', '37.511913')",0.0,7,26,135,431,1701,1718
"('55.6935', '37.50549')",0.0,4,22,206,325,1544,1753
"('55.7141629', '37.5210614')",0.0,8,13,146,452,1860,1620
"('55.701846', '37.492177')",0.0,16,15,168,345,1540,1704
"('55.698285', '37.497872')",0.0,12,34,168,352,1547,1720
"('55.704093', '37.493165')",0.0,15,19,167,336,1585,1687
"('55.729008', '37.527283')",0.0,8,18,171,469,1917,1678
"('55.732742', '37.471991')",0.0,10,19,145,373,1554,1765
"('55.696453', '37.549022')",0.0,5,12,170,420,1761,1871
"('55.711108', '37.504708')",0.0,13,24,160,391,1714,1650
"('55.72778', '37.536438')",0.0,4,12,183,482,1974,1673
"('55.703038', '37.491287')",0.0,15,15,174,329,1559,1696
"('55.695195', '37.530229')",0.0,2,8,194,384,1679,1826
"('55.701212', '37.492662')",0.0,15,18,166,350,1540,1705
"('55.703921', '37.49029')",0.0,14,17,165,330,1560,1682
"('55.705665', '37.49109')",0.0,12,22,159,332,1590,1669
"('55.715469', '37.521111')",0.0,7,14,145,448,1870,1607
"('55.702728', '37.509685')",0.0,10,17,174,389,1661,1730
"('55.71262', '37.5120788')",0.0,14,14,157,411,1790,1627
"('55.749962', '37.691215')",0.0,10,20,199,382,1709,1859
"('55.704823', '37.497495')",0.0,15,22,165,346,1630,1670
"('55.716171', '37.496692')",0.0,8,17,205,286,1781,1565
"('55.723592', '37.527256')",0.0,7,7,159,454,1940,1600
"('55.727394', '37.535754')",0.0,5,11,179,482,1967,1667
"('55.724697', '37.528118')",0.0,9,4,171,452,1941,1615
"('55.714206', '37.505355')",0.0,16,16,180,368,1773,1611
"('55.71232', '37.511625')",0.0,11,17,156,408,1785,1630
"('55.7016804', '37.4925216')",0.0,16,15,170,345,1543,1705
"('55.701648', '37.498644')",0.0,17,22,167,361,1584,1710
"('55.727278', '37.525522')",0.0,10,10,171,457,1926,1643
"('55.700039', '37.509028')",0.0,12,16,182,374,1649,1725
"('55.705488', '37.493344')",0.0,13,23,160,338,1613,1663
"('55.696316', '37.504555')",0.0,10,23,197,338,1584,1729
"('55.703454', '37.489509')",0.0,13,18,165,332,1546,1690
"('55.7622179', '37.6337951')",0.0,10,36,371,578,1684,2329
"('55.770126', '37.628326')",0.0,20,36,356,573,1685,2305
"('55.768936', '37.61811')",0.0,16,44,397,530,1760,2289
"('55.761112', '37.635961')",0.0,12,32,367,570,1682,2312
"('55.731374', '37.589985')",0.0,7,21,313,542,1970,1951
"('55.75371', '37.642124')",0.0,8,26,328,604,1667,2293
"('55.734567', '37.595716')",0.0,6,34,333,571,1933,2022
"('55.729437', '37.572872')",0.0,11,29,248,550,1966,1879
"('55.729594', '37.56688')",0.0,9,23,243,547,1979,1844
"('55.721234', '37.576816')",0.0,19,17,198,543,1922,1899
"('55.718659', '37.576807')",0.0,13,18,183,524,1914,1895
"('55.7305892', '37.5712284')",0.0,8,29,256,549,1967,1875
"('55.719337', '37.581318')",0.0,9,27,195,509,1933,1899
"('55.721929', '37.577804')",0.0,18,21,204,541,1920,1910
"('55.7224843', '37.5740008')",0.0,20,23,195,558,1926,1880
"('55.725085', '37.572834')",0.0,16,32,214,550,1946,1870
"('55.728297', '37.561221')",0.0,5,16,217,556,1973,1804
"('55.7246313', '37.5723859')",0.0,15,33,208,551,1952,1860
"('55.721006', '37.584326')",0.0,10,23,201,512,1938,1912
"('55.720687', '37.572378')",0.0,15,20,181,553,1915,1877
"('55.72961', '37.570474')",0.0,8,26,250,547,1976,1859
"('55.722091', '37.56777')",0.0,12,23,187,553,1952,1819
"('55.725575', '37.574634')",0.0,13,34,232,541,1957,1867
"('55.727399', '37.571767')",0.0,12,30,234,548,1969,1853
"('55.707054', '37.93703')",0.0,6,21,29,34,189,485
"('55.706695', '37.922398')",0.0,7,13,47,33,238,561
"('55.699657', '37.92538')",0.0,9,10,45,33,222,518
"('55.71236', '37.882566')",0.0,5,7,35,117,331,854
"('55.701815', '37.942727')",0.0,10,12,30,30,166,446
"('55.703271', '37.916819')",0.0,5,12,48,39,251,592
"('55.704433', '37.918984')",0.0,6,12,48,37,246,579
"('55.70319', '37.931713')",0.0,7,24,29,39,196,497
"('55.70492', '37.943427')",0.0,7,14,29,31,169,449
"('55.699639', '37.941783')",0.0,8,14,28,32,162,453
"('55.710951', '37.893131')",0.0,5,8,38,90,317,764
"('55.700111', '37.929988')",0.0,9,19,31,39,196,505
"('55.70526', '37.93386')",0.0,7,23,29,38,191,500
"('55.717574', '37.888621')",0.0,5,12,26,113,321,829
"('55.721255', '37.902931')",0.0,5,4,44,65,287,729
"('55.713365', '37.88757')",0.0,8,5,36,104,329,813
"('55.703261', '37.947838')",0.0,6,8,34,26,157,442
"('55.705919', '37.931731')",0.0,8,22,33,35,205,502
"('55.69963', '37.92916')",0.0,9,18,32,39,196,511
"('55.720859', '37.90533')",0.0,4,4,44,61,281,708
"('55.712284', '37.891433')",0.0,6,7,38,91,329,777
"('55.700101', '37.941981')",0.0,8,14,28,32,162,452
"('55.712878', '37.896948')",0.0,5,9,37,86,298,759
"('55.701516', '37.948898')",0.0,7,6,36,24,155,437
"('55.7228', '37.868526')",0.0,1,1,58,107,413,955
"('55.705696', '37.938602')",0.0,7,21,27,36,178,474
"('55.685178', '37.927311')",0.0,5,2,38,36,182,479
"('55.682788', '37.928542')",0.0,3,4,34,37,174,478
"('55.68113', '37.92423')",0.0,6,1,36,38,184,486
"('55.698584', '37.932216')",0.0,8,15,31,38,185,487
"('55.702318', '37.928174')",0.0,13,12,43,30,216,509
"('55.70143', '37.944514')",0.0,10,10,32,28,160,449
"('55.682808', '37.917331')",0.0,5,2,36,44,218,493
"('55.682869', '37.9192')",0.0,5,2,36,44,208,496
"('55.689976', '37.72704')",0.0,5,9,103,260,1146,1875
"('55.693226', '37.722082')",0.0,2,6,96,280,1207,1898
"('55.671514', '37.723376')",0.0,1,6,130,166,1088,1696
"('55.689686', '37.730858')",0.0,4,10,105,254,1111,1857
"('55.69551', '37.746113')",0.0,5,7,124,216,1057,1785
"('55.67957', '37.762246')",0.0,9,15,123,169,849,1575
"('55.925707', '37.544369')",0.0,3,5,20,57,413,681
"('55.930453', '37.54506')",0.0,3,4,15,45,376,652
"('55.912315', '37.548115')",0.0,2,5,46,97,499,812
"('55.932551', '37.551178')",0.0,3,4,13,41,361,628
"('55.9203', '37.550217')",0.0,2,5,26,81,434,719
"('55.920381', '37.553217')",0.0,2,4,28,82,431,717
"('55.896843', '37.53005')",0.0,3,7,76,144,587,1044
"('55.892304', '37.535772')",0.0,6,10,92,155,645,1134
"('55.88331', '37.538162')",0.0,10,10,114,191,748,1239
"('55.867996', '37.533616')",0.0,11,11,145,209,958,1341
"('55.913565', '37.553972')",0.0,2,4,44,99,469,816
"('55.831423', '37.351716')",0.0,1,2,34,71,409,903
"('55.843876', '37.445347')",0.0,8,9,142,175,832,1408
"('55.848026', '37.427776')",0.0,8,20,85,212,666,1346
"('55.739721', '37.659874')",0.0,11,30,270,483,1736,2077
"('55.742027', '37.670277')",0.0,14,25,257,430,1736,2003
"('55.741151', '37.672046')",0.0,16,28,249,418,1741,1981
"('55.742032', '37.664285')",0.0,14,26,266,468,1723,2059
"('55.747322', '37.66203')",0.0,5,25,262,519,1687,2116
"('55.735348', '37.659272')",0.0,9,28,256,465,1756,2069
"('55.74894', '37.655148')",0.0,5,25,272,561,1674,2178
"('55.731992', '37.672756')",0.0,17,32,208,380,1771,1968
"('55.733253', '37.644592')",0.0,5,37,261,536,1751,2160
"('55.760834', '37.593444')",0.0,30,74,413,560,1835,2240
"('55.781109', '37.641584')",0.0,14,21,265,543,1656,2146
"('55.8239989', '37.754714')",0.0,6,10,89,158,757,1554
"('55.740249', '37.650846')",0.0,7,28,270,547,1719,2167
"('55.737137', '37.651322')",0.0,7,23,274,514,1748,2138
"('55.739676', '37.669639')",0.0,19,23,247,431,1733,2012
"('55.7811995', '37.6439518')",0.0,9,26,254,542,1647,2122
"('55.801556', '37.609344')",0.0,7,9,222,461,1838,1810
"('55.8053565', '37.6170284')",0.0,8,12,178,445,1841,1695
"('55.803738', '37.61088')",0.0,11,7,206,449,1849,1753
"('55.792007', '37.615785')",0.0,5,8,296,479,1803,1987
"('55.8049325', '37.6134014')",0.0,10,7,193,438,1861,1704
"('55.805084', '37.618004')",0.0,7,12,175,446,1833,1710
"('55.779778', '37.63897')",0.0,14,24,276,568,1624,2219
"('55.77647', '37.59887')",0.0,17,47,399,545,1741,2239
"('55.658129', '37.752975')",0.0,7,18,125,118,757,1381
"('55.652623', '37.718687')",0.0,5,13,77,229,851,1582
"('55.662364', '37.779098')",0.0,4,10,88,136,646,1230
"('55.65498', '37.760494')",0.0,9,10,126,100,703,1267
"('55.652319', '37.773412')",0.0,2,8,101,110,598,1191
"('55.663486', '37.76536')",0.0,6,24,89,156,694,1402
"('55.658642', '37.762929')",0.0,9,16,111,124,694,1328
"('55.633419', '37.801134')",0.0,4,2,23,110,413,885
"('55.651765', '37.769936')",0.0,5,6,107,108,604,1219
"('55.663658', '37.748687')",0.0,8,14,122,138,834,1466
"('55.660785', '37.731919')",0.0,7,8,133,142,929,1526
"('55.664055', '37.753245')",0.0,9,18,112,144,796,1446
"('55.660654', '37.749933')",0.0,9,16,125,133,790,1433
"('55.662187', '37.746076')",0.0,9,16,122,142,830,1465
"('55.660516', '37.774373')",0.0,6,14,96,127,657,1243
"('55.660008', '37.743332')",0.0,5,19,123,144,827,1455
"('55.660892', '37.747065')",0.0,9,16,124,135,808,1446
"('55.663568', '37.770537')",0.0,5,19,90,144,682,1331
"('55.641', '37.65718')",0.0,5,10,54,208,1032,1625
"('55.712234', '37.489509')",0.0,7,29,186,288,1702,1574
"('55.712888', '37.489455')",0.0,7,31,188,285,1706,1567
"('55.704981', '37.501618')",0.0,6,34,154,372,1645,1686
"('55.705067', '37.495518')",0.0,17,20,164,342,1619,1670
"('55.71005', '37.47141')",0.0,7,23,201,261,1478,1659
"('55.710423', '37.476017')",0.0,8,22,198,257,1540,1642
"('55.709596', '37.481603')",0.0,9,23,188,268,1594,1623
"('55.712812', '37.485367')",0.0,9,22,199,260,1696,1558
"('55.708035', '37.478962')",0.0,7,26,188,275,1523,1660
"('55.718872', '37.499893')",0.0,6,14,212,297,1833,1544
"('55.721027', '37.456505')",0.0,11,21,174,250,1417,1726
"('55.695487', '37.485702')",0.0,3,30,166,332,1390,1769
"('55.783817', '37.533867')",0.0,12,24,292,530,1753,1904
"('55.731518', '37.458614')",0.0,10,21,162,338,1423,1803
"('55.72274', '37.46025')",0.0,12,18,177,265,1468,1717
"('55.76739', '37.586094')",0.0,29,71,402,556,1819,2218
"('55.771434', '37.60593')",0.0,16,58,392,547,1750,2302
"('55.769093', '37.601833')",0.0,22,72,392,555,1772,2288
"('55.764992', '37.593722')",0.0,39,61,423,537,1835,2246
"('55.762824', '37.591728')",0.0,33,57,432,544,1832,2239
"('55.7691245', '37.5918648')",0.0,33,73,394,550,1798,2243
"('55.7647383', '37.5928068')",0.0,35,61,428,535,1835,2243
"('55.7748953', '37.6012277')",0.0,19,45,407,536,1752,2257
"('55.765235', '37.598295')",0.0,34,70,412,551,1818,2271
"('55.763913', '37.595465')",0.0,36,64,420,544,1826,2255
"('55.765711', '37.592626')",0.0,37,64,415,544,1823,2245
"('55.767058', '37.591602')",0.0,43,58,423,521,1837,2220
"('55.774092', '37.594683')",0.0,22,60,394,559,1756,2247
"('55.773241', '37.603657')",0.0,18,49,407,538,1754,2279
"('55.767621', '37.5994921')",0.0,32,72,400,554,1789,2283
"('55.774988', '37.60726')",0.0,10,46,387,546,1726,2282
"('55.774527', '37.592195')",0.0,27,60,389,563,1760,2226
"('55.764734', '37.594414')",0.0,38,57,430,532,1839,2241
"('55.882183', '37.706505')",0.0,1,9,43,83,508,1148
"('55.878091', '37.716252')",0.0,3,6,30,77,525,1124
"('55.8709917', '37.6883546')",0.0,4,4,91,98,658,1380
"('55.87263', '37.634216')",0.0,6,14,158,140,793,1532
"('55.869026', '37.646236')",0.0,5,22,138,127,804,1553
"('55.875683', '37.72626')",0.0,1,5,25,68,525,1089
"('55.866783', '37.66743')",0.0,8,16,119,117,743,1525
"('55.874157', '37.694028')",0.0,2,8,77,84,639,1285
"('55.868797', '37.63719')",0.0,10,10,145,157,833,1575
"('55.867035', '37.638485')",0.0,7,14,134,166,847,1604
"('55.869243', '37.712731')",0.0,5,4,47,80,643,1268
"('55.874294', '37.647846')",0.0,6,18,122,136,680,1504
"('55.7550202', '37.5435738')",0.0,12,26,275,578,1877,1940
"('55.7546089', '37.5420957')",0.0,12,22,270,583,1867,1940
"('55.7513508', '37.5341325')",0.0,11,21,249,562,1880,1881
"('55.751366', '37.53652')",0.0,11,24,249,563,1884,1888
"('55.754735', '37.546354')",0.0,11,33,298,554,1915,1910
"('55.7476382', '37.5349718')",0.0,10,25,224,556,1904,1852
"('55.7839099', '37.595828')",0.0,10,25,383,527,1782,2105
"('55.789213', '37.599669')",0.0,9,14,345,509,1795,2033
"('55.787376', '37.600388')",0.0,11,16,365,508,1798,2055
"('55.777353', '37.575648')",0.0,18,38,383,546,1801,2085
"('55.779251', '37.597962')",0.0,7,48,388,532,1759,2183
"('55.782856', '37.59232')",0.0,6,46,358,558,1762,2127
"('55.7850895', '37.5890829')",0.0,12,24,362,537,1776,2079
"('55.780796', '37.612551')",0.0,10,21,363,535,1744,2196
"('55.78612', '37.598778')",0.0,11,17,372,515,1797,2070
"('55.781834', '37.61183')",0.0,9,20,365,524,1758,2174
"('55.790863', '37.603514')",0.0,5,17,330,500,1812,1994
"('55.78795', '37.592106')",0.0,11,15,342,514,1797,2042
"('55.786996', '37.594414')",0.0,13,12,368,507,1803,2048
"('55.787832', '37.598771')",0.0,13,11,366,513,1793,2049
"('55.776791', '37.606011')",0.0,13,38,387,545,1727,2260
"('55.77437', '37.60461')",0.0,12,51,395,548,1730,2285
"('55.778137', '37.6024')",0.0,12,42,390,539,1733,2232
"('55.78724', '37.59604')",0.0,13,10,371,505,1805,2047
"('55.72833', '37.520752')",0.0,5,18,161,436,1941,1588
"('55.721807', '37.51361')",0.0,3,19,158,406,1868,1574
"('55.713126', '37.513071')",0.0,14,16,153,416,1804,1626
"('55.67028', '37.498231')",0.0,7,29,193,323,1137,1907
"('55.712244', '37.488341')",0.0,7,28,190,278,1704,1565
"('55.707963', '37.508544')",0.0,6,32,139,405,1691,1714
"('55.716038', '37.503998')",0.0,11,19,188,353,1793,1589
"('55.718669', '37.511221')",0.0,7,21,151,410,1825,1606
"('55.719313', '37.478019')",0.0,9,15,213,238,1682,1583
"('55.712196', '37.49926')",0.0,8,30,167,360,1688,1642
"('55.72746', '37.479977')",0.0,3,19,184,298,1706,1611
"('55.849211', '37.407403')",0.0,6,9,92,132,613,1131
"('55.84629', '37.40327')",0.0,2,8,91,131,606,1135
"('55.840103', '37.413358')",0.0,2,4,105,155,686,1279
"('55.843567', '37.35433')",0.0,5,6,34,69,359,881
"('55.842766', '37.371513')",0.0,7,7,49,108,445,991
"('55.860524', '37.410394')",0.0,4,12,75,135,545,1006
"('55.841736', '37.359504')",0.0,4,10,33,86,394,913
"('55.837456', '37.405605')",0.0,1,7,95,129,653,1246
"('55.830927', '37.401028')",0.0,2,6,82,124,657,1266
"('55.661308', '37.322224')",0.0,1,0,34,62,269,773
"('55.61502', '37.202885')",0.0,1,0,3,16,80,162
"('55.633739', '37.324183')",0.0,8,13,64,61,220,810
"('55.634639', '37.328899')",0.0,9,10,68,62,239,821
"('55.637581', '37.333399')",0.0,9,13,64,72,253,835
"('55.636702', '37.310384')",0.0,6,7,56,45,191,752
"('55.63407', '37.320023')",0.0,8,15,60,63,203,806
"('55.639065', '37.326078')",0.0,11,10,66,60,243,816
"('55.637754', '37.321461')",0.0,11,12,64,57,223,808
"('55.6498464', '37.3145953')",0.0,1,0,56,46,214,784
"('55.638978', '37.324524')",0.0,10,12,64,60,232,819
"('55.6343125', '37.332509')",0.0,7,14,65,69,247,824
"('55.602963', '37.360304')",0.0,11,3,22,103,276,813
"('55.635899', '37.329788')",0.0,11,9,68,62,246,822
"('55.63973', '37.32668')",0.0,11,10,67,58,251,813
"('55.5513855', '37.3346711')",0.0,6,4,13,23,213,346
"('55.624637', '37.313295')",0.0,10,6,48,60,171,740
"('55.655975', '37.38569')",0.0,2,7,70,71,702,929
"('55.6393405', '37.3085458')",0.0,5,5,56,37,197,734
"('55.637073', '37.329869')",0.0,10,11,66,65,246,828
